"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RPS4Y1",1.47142281968065e-19,-0.423238996544926,0.39,0.513,4.63895472360719e-15
"SEZ6L2",1.68624440907942e-19,0.503565334378039,0.263,0.179,5.31622274850468e-15
"PMAIP1",1.72517588049351e-19,-0.437774733978725,0.02,0.102,5.43896199843188e-15
"GADD45G",1.85272565500334e-19,-0.528046129442274,0.09,0.199,5.84108817252904e-15
"HLA-DQB1",1.95038631909825e-19,-0.508812449503904,0.033,0.122,6.14898294822104e-15
"PLAT",1.97602349244762e-19,-0.344086825584851,0.039,0.131,6.22980926463963e-15
"TPM2",2.38180516641235e-19,-0.354113186298833,0.054,0.152,7.50911714814823e-15
"MMP2",2.50758314841138e-19,-0.260310285918193,0.024,0.107,7.90565739199656e-15
"VSIG4",3.03777234391512e-19,-0.642031388348985,0.02,0.1,9.57718486866119e-15
"NUTM2A-AS1",3.1244267082687e-19,0.575355992277553,0.273,0.193,9.85038008315874e-15
"IMMP1L",3.33854032722671e-19,-0.278618084757714,0.121,0.242,1.05254160896476e-14
"SIGIRR",3.37915212137419e-19,0.369244864049114,0.136,0.071,1.06534528930564e-14
"TYMP",3.54395817539954e-19,-0.38576316196842,0.021,0.101,1.11730369395821e-14
"LRRN1",3.87437463861589e-19,-0.266310483720316,0.029,0.113,1.22147409231643e-14
"SCN3A",4.30387964530428e-19,-0.313812117640313,0.079,0.184,1.35688413577508e-14
"B3GAT3",4.47400018990477e-19,0.578472300407177,0.31,0.235,1.41051803987128e-14
"SSBP3",4.54146154133198e-19,0.364554954985729,0.186,0.108,1.43178658013573e-14
"DOCK4",4.68431613711712e-19,0.471951119889373,0.196,0.119,1.47682434854891e-14
"PNISR",4.93064830318849e-19,-0.259479075276559,0.5,0.712,1.55448549054623e-14
"NXPH1",5.1031242222629e-19,-0.265931929491381,0.023,0.105,1.60886197355283e-14
"LINC00672",5.18982704266751e-19,0.343583781741371,0.177,0.1,1.63619677174179e-14
"SCAMP4",5.64944653821461e-19,0.48581381531481,0.23,0.149,1.78110101010292e-14
"PIGT",6.04535664637485e-19,0.621604405941534,0.326,0.253,1.9059195899026e-14
"ARHGAP5",6.24715544441614e-19,0.60476821888112,0.334,0.259,1.96954069696108e-14
"CNPY2",6.5988091091943e-19,0.509814772401581,0.571,0.597,2.08040654785569e-14
"MAFB",6.71084770438312e-19,-0.392620746511387,0.068,0.171,2.11572895576087e-14
"SRM",7.18895120709553e-19,-0.250026561548806,0.145,0.274,2.26646064706101e-14
"PRTFDC1",7.87429919188608e-19,0.511459608272521,0.227,0.147,2.48253030622592e-14
"S100A8",8.64180831867922e-19,-0.730497808205703,0.025,0.108,2.72450290863e-14
"ARHGAP24",8.73383491416227e-19,-0.288064189408144,0.035,0.123,2.75351613338794e-14
"APIP",9.88759436015547e-19,0.546302583628418,0.247,0.17,3.11726187392621e-14
"CERS1",1.00831262020333e-18,0.404613105446951,0.169,0.097,3.17890719771505e-14
"POU3F2",1.02905743276551e-18,-0.292030955002703,0.132,0.256,3.24430936827982e-14
"AGPS",1.09616031745054e-18,0.378322393477185,0.153,0.084,3.45586463282632e-14
"SLC11A1",1.10941156744709e-18,-0.490613079741608,0.022,0.102,3.49764184869044e-14
"MON2",1.11806136944914e-18,0.434003927958366,0.165,0.095,3.52491207946229e-14
"IFI30",1.14969280384056e-18,-0.612840035105393,0.057,0.152,3.62463650266814e-14
"SUMF2",1.22219176672994e-18,-0.282735896049373,0.204,0.349,3.85320398296947e-14
"FXYD7",1.28186216131772e-18,0.37526290928515,0.125,0.063,4.04132683598636e-14
"CPD",1.57796091796999e-18,0.479383410770442,0.215,0.137,4.97483738608398e-14
"PAIP2",1.70293772181966e-18,0.569458697126606,0.536,0.531,5.36885175558083e-14
"SCOC",1.70341119918517e-18,0.61983757357981,0.417,0.366,5.37034448767107e-14
"TFDP2",1.96816708501525e-18,-0.272232711891449,0.153,0.282,6.20504036892757e-14
"ZBTB16",2.00241785975231e-18,0.577793976687552,0.369,0.29,6.31302278644111e-14
"C5orf30",2.02349598470726e-18,0.314167432924524,0.102,0.048,6.37947579098657e-14
"PTGES3",2.13549999688652e-18,0.43353976097258,0.648,0.651,6.73259084018412e-14
"POLR2L",2.18216638400851e-18,-0.272863296377279,0.479,0.671,6.87971595886362e-14
"CKS1B",2.50938545047381e-18,-0.411243074999042,0.174,0.303,7.91133950970878e-14
"MX1",2.56395539920834e-18,-0.252956207935069,0.025,0.106,8.08338218708413e-14
"TM9SF3",2.75919244465776e-18,0.543087685985788,0.285,0.207,8.69890602027251e-14
"HACD2",2.78559976992042e-18,0.549258983050156,0.2,0.128,8.78216039462811e-14
"BRI3",2.78919462666581e-18,-0.275613230360756,0.199,0.338,8.79349389948931e-14
"COPS9",3.01956222316049e-18,0.595851672834094,0.635,0.689,9.51977382095809e-14
"NDUFA13",3.16808329866428e-18,-0.274374539390893,0.671,0.841,9.98801621569888e-14
"C1QB",3.39443132840529e-18,-2.11723135954155,0.115,0.22,1.07016236490634e-13
"CRIP1",3.47797520175792e-18,-0.257481982114619,0.022,0.103,1.09650124185822e-13
"CYTL1",3.81517989766785e-18,-0.289462677340526,0.023,0.101,1.20281176633774e-13
"HNRNPU",4.08589504547452e-18,0.505253764786897,0.603,0.62,1.28816013098675e-13
"SMIM14",4.32307493170369e-18,0.523618882301803,0.328,0.252,1.36293583371822e-13
"RPL36AL",4.53049203759113e-18,-0.283625078407171,0.599,0.781,1.42832822469136e-13
"CIRBP",4.59791023647585e-18,0.30693602997977,0.812,0.828,1.44958316025374e-13
"RIC3",4.89686631695117e-18,-0.263234203828504,0.122,0.239,1.5438350437452e-13
"APOC1",5.26634326045776e-18,-1.41357491454064,0.119,0.224,1.66032003972452e-13
"ZNF704",5.43133488374212e-18,0.403787060619828,0.179,0.105,1.71233694879738e-13
"FBXW11",5.49391958737121e-18,0.545476988240394,0.258,0.18,1.73206802831052e-13
"FDPS",6.06878825611063e-18,-0.281698567690208,0.282,0.444,1.913306873504e-13
"CCNQ",6.23132461587013e-18,0.42292743637346,0.173,0.102,1.96454971164537e-13
"CCDC159",6.46656037894592e-18,0.403179315371185,0.16,0.091,2.03871249067028e-13
"PFDN2",7.07293510359368e-18,0.538243568877156,0.547,0.554,2.22988425010998e-13
"HIST2H2BE",7.20014435567377e-18,0.417534856187675,0.172,0.099,2.26998951101327e-13
"SYNGR1",7.97372417144041e-18,0.347215585804679,0.14,0.076,2.51387601953002e-13
"NLK",8.17866669606539e-18,0.301673655243669,0.106,0.051,2.57848824926854e-13
"IGKC",8.35136493364419e-18,-1.8856278935302,0.185,0.094,2.63293482263e-13
"TRIM8",8.63779376566157e-18,0.449510020151584,0.195,0.121,2.72323724050012e-13
"AGAP2-AS1",8.94441502350237e-18,-0.421279316848468,0.052,0.144,2.81990572445959e-13
"AHCYL1",9.3815421202692e-18,-0.376753979429346,0.248,0.391,2.95771878425727e-13
"SLC4A2",9.43386479394894e-18,0.427193820311321,0.162,0.094,2.97421455358828e-13
"GPHN",1.001494301577e-17,0.34962599338381,0.109,0.053,3.15741108458182e-13
"PLS3",1.02726196643041e-17,0.483492156637611,0.185,0.114,3.23864880156515e-13
"MTRR",1.23506558746291e-17,0.329529637676973,0.106,0.052,3.89379127759433e-13
"CTSF",1.26222026499157e-17,0.579014021886978,0.246,0.168,3.97940182943893e-13
"TOB1",1.57163563008162e-17,0.505171197556592,0.198,0.124,4.95489565095831e-13
"ZFHX3",1.66280821268351e-17,-0.293639936099355,0.067,0.165,5.24233545212729e-13
"PTTG1IP",1.8679710140791e-17,-0.285494367358034,0.295,0.452,5.88915221608718e-13
"MAF",1.88028268189162e-17,-0.316793106945162,0.054,0.143,5.9279672111997e-13
"STAT1",1.88702149453155e-17,0.536733759915951,0.306,0.227,5.94921266580963e-13
"PPP1R15A",1.90948889363232e-17,-0.262174304611884,0.218,0.361,6.02004563495463e-13
"H1FX",1.95555886637351e-17,-0.376630802073932,0.143,0.26,6.16529043801578e-13
"EMILIN2",1.96801421607412e-17,0.340841464054034,0.111,0.055,6.20455841901689e-13
"TIPARP",2.05862940801421e-17,-0.264096568710152,0.087,0.191,6.4902409346464e-13
"RBPJ",2.06878247298287e-17,0.494205853713955,0.53,0.515,6.52225050257309e-13
"APOC2",2.10971150733391e-17,-1.32430641008029,0.051,0.137,6.65128746917161e-13
"SPSB1",2.28006520541128e-17,0.322835908541751,0.11,0.054,7.18836157310014e-13
"CLCN6",2.82615614620533e-17,0.300158994720244,0.111,0.055,8.91002248214155e-13
"RAP2A",2.8283622703885e-17,0.472010019352295,0.231,0.155,8.91697772985383e-13
"MT-CO3",3.67659951731404e-17,-0.441584059494144,0.992,0.979,1.1591215298236e-12
"SNHG25",3.98987923509353e-17,-0.368158605394344,0.149,0.271,1.25788922644794e-12
"BTN3A2",4.18493445199778e-17,0.507729248922722,0.199,0.128,1.31938428468134e-12
"GADD45GIP1",4.28792261490829e-17,-0.266272441153936,0.465,0.646,1.35185336280214e-12
"CTTNBP2",4.85740551409726e-17,0.449361313193066,0.269,0.188,1.53139423642944e-12
"FYB1",5.09889849924043e-17,-0.450593670399163,0.032,0.111,1.60752972985553e-12
"KIF2A",5.56331206139409e-17,0.525565961357417,0.332,0.261,1.75394539359572e-12
"DYNLL2",6.89011684656338e-17,0.477059985958762,0.264,0.187,2.17224713821604e-12
"WWC3",8.5666635826428e-17,0.291736396922795,0.103,0.05,2.70081202769979e-12
"CCL3",8.6827124118742e-17,-2.00701793712293,0.055,0.141,2.73739874209158e-12
"TLCD5",8.81215410849019e-17,0.309838440666821,0.129,0.069,2.7782078257837e-12
"LRRC4B",1.01274155117727e-16,0.412258495733675,0.173,0.104,3.19287028839658e-12
"ASRGL1",1.04622734427619e-16,0.473812564565898,0.253,0.175,3.29844094829954e-12
"ATP23",1.0502489475654e-16,-0.417496964238984,0.037,0.117,3.31111985698942e-12
"BACE2",1.21631781517739e-16,0.345493397818524,0.127,0.068,3.83468517590974e-12
"STAMBP",1.32540382820972e-16,0.567359823234655,0.325,0.255,4.17860064919679e-12
"SEMA5A",1.35570189526494e-16,-0.281991217932282,0.125,0.237,4.27412136520178e-12
"TNR",1.36118021399432e-16,-0.391934026580159,0.064,0.155,4.29139286065988e-12
"TMEM219",1.39718613513181e-16,0.537442426858455,0.428,0.384,4.40490872823007e-12
"HSPA12A",1.41204269695811e-16,0.282443527512154,0.114,0.058,4.45174701069982e-12
"EMC10",1.50149380628114e-16,0.533907135094039,0.474,0.449,4.73375952306256e-12
"SRSF5",1.63191871655028e-16,0.436997207227249,0.636,0.664,5.14495013766806e-12
"BEX5",1.86407315755771e-16,-0.301282995972577,0.041,0.121,5.8768634438322e-12
"PIGP",2.19596257107782e-16,0.532669029218424,0.236,0.165,6.92321119783704e-12
"VLDLR",2.35575858712598e-16,0.326933789799396,0.127,0.068,7.42700009763208e-12
"VEZF1",2.41880198980926e-16,0.580043207966064,0.318,0.25,7.62575703327164e-12
"NDUFB2",2.43988253607646e-16,0.386633337178677,0.761,0.816,7.69221767148827e-12
"EFS",2.48166979101405e-16,0.40318497141166,0.149,0.086,7.82396035013e-12
"CD74",2.57029113212326e-16,-1.65752140783532,0.241,0.338,8.10335685224501e-12
"SGO2",2.57277690102231e-16,-0.289862086728849,0.037,0.116,8.11119373585303e-12
"IMPAD1",3.09493265586124e-16,0.541768900477877,0.261,0.192,9.75739418413374e-12
"SCHIP1",3.75128381695691e-16,0.329477622505047,0.109,0.055,1.18266724897201e-11
"H3F3A",3.80314497026546e-16,-0.382242349830085,0.893,0.922,1.19901751477559e-11
"CAVIN1",3.9783104869813e-16,0.512519872963924,0.278,0.205,1.2542419472306e-11
"STARD7",4.0377216735016e-16,0.62062456888443,0.325,0.263,1.27297251200485e-11
"CSTF2T",4.26225241025216e-16,0.375212459624811,0.148,0.085,1.3437603173802e-11
"CXCL16",5.10519527432346e-16,-0.278776701654665,0.05,0.133,1.60951491413596e-11
"MICU3",5.44884299811601e-16,0.293141529162119,0.121,0.064,1.71785673201603e-11
"CPNE2",6.40781086945628e-16,0.389472122051619,0.242,0.165,2.02019053281348e-11
"PLXND1",6.43237224090686e-16,0.313708120508641,0.107,0.054,2.02793399639071e-11
"TBC1D10B",7.3995499930107e-16,0.352056076034047,0.14,0.079,2.33285612629648e-11
"NEU4",1.04786444597818e-15,-0.335624016019063,0.036,0.111,3.30360223883541e-11
"CBX5",1.11208662347249e-15,-0.264874709293693,0.325,0.481,3.50607549782172e-11
"NCOA4",1.30318445416233e-15,0.494240730838893,0.229,0.159,4.10854962863759e-11
"FAM168A",1.32509477346621e-15,0.364010274368025,0.138,0.077,4.17762629230692e-11
"BEX2",1.34845552169672e-15,0.374215885427903,0.352,0.26,4.25127572325325e-11
"ANAPC5",1.37699617230889e-15,0.576966488602999,0.386,0.334,4.34125583243824e-11
"BMI1",1.51451519493984e-15,0.430286825513176,0.205,0.135,4.77481205508685e-11
"CAT",2.15055092410089e-15,0.522996872345334,0.215,0.146,6.78004189841286e-11
"PRKCB",2.31288544251502e-15,0.31005024595443,0.116,0.062,7.29183393461709e-11
"HEG1",2.34549481181542e-15,0.32103263705119,0.123,0.066,7.39464149321047e-11
"MGLL",2.46144215900967e-15,-0.254393257379644,0.155,0.268,7.7601886947098e-11
"PIK3IP1",2.47365470754678e-15,0.344386668328985,0.114,0.06,7.79869119648273e-11
"ID1",3.21009206220444e-15,-0.909147768029315,0.17,0.269,1.01204572445119e-10
"SAV1",3.41751861260415e-15,0.41227128997137,0.148,0.087,1.07744109299571e-10
"TAPT1",3.76819415618498e-15,0.325125902888117,0.101,0.051,1.18799857162044e-10
"SEL1L",4.05222220369868e-15,0.478143583741703,0.222,0.154,1.27754409416008e-10
"ZC3H7B",4.44404411863675e-15,0.406278880742629,0.153,0.092,1.40107378928261e-10
"HSPA1B",4.4730070049199e-15,1.07486757441936,0.32,0.259,1.4102049184411e-10
"GET1",4.47338223160206e-15,0.528600617506875,0.369,0.312,1.41032321615718e-10
"C1orf43",4.82846131299603e-15,0.54028986681924,0.478,0.465,1.52226899814826e-10
"GDE1",5.09880999888122e-15,0.547311817314294,0.272,0.206,1.60750182834728e-10
"TTC9B",6.55953241197603e-15,-0.281081271718391,0.036,0.108,2.06802378352368e-10
"FOXP1",6.66745122314781e-15,0.426605620993346,0.27,0.195,2.10204734712181e-10
"TTBK2",7.26729611465177e-15,0.307049939336581,0.135,0.076,2.29116044606626e-10
"HLA-C",8.39494251725498e-15,0.277313416012475,0.75,0.73,2.64667352741498e-10
"LCOR",8.55893576102547e-15,0.379521632850999,0.2,0.132,2.6983756773785e-10
"BROX",8.74585815191714e-15,0.511885433233004,0.237,0.169,2.75730669955492e-10
"ANKRD12",9.18976008979528e-15,0.527994172086048,0.46,0.428,2.89725566350976e-10
"AGO3",9.7112616497764e-15,0.513111135375302,0.261,0.192,3.061669460325e-10
"COX14",1.02214202462376e-14,0.551711964960244,0.429,0.402,3.22250716103134e-10
"FGF12",1.09028030869502e-14,-0.259924246513065,0.041,0.117,3.43732672922278e-10
"CD63",1.10306001661124e-14,-0.442489063914263,0.85,0.892,3.47761731437027e-10
"COX17",1.52252142300804e-14,0.469197586598094,0.533,0.531,4.80005329031744e-10
"TCF7L2",1.60905498147986e-14,-0.488212264931503,0.077,0.163,5.07286764011156e-10
"HAGH",1.64967400606841e-14,0.543904403458368,0.296,0.233,5.20092723893186e-10
"KLF9",1.82595509057032e-14,0.534081113233349,0.251,0.185,5.75668861404104e-10
"PLAUR",1.8358616518573e-14,-0.296678680606901,0.047,0.124,5.7879210298105e-10
"MPST",1.91395108254593e-14,0.55075201914723,0.288,0.223,6.03411357794256e-10
"KIF1BP",2.02596993631349e-14,0.411354121993475,0.181,0.116,6.38727541821555e-10
"KLHL4",2.05526597056839e-14,0.369219924786281,0.16,0.098,6.47963702541095e-10
"USP32",2.08787527891882e-14,0.417160193490486,0.176,0.113,6.58244439184736e-10
"STAM",2.19930386670236e-14,0.356167292307303,0.143,0.084,6.93374530055253e-10
"HIST1H4C",2.20344743984039e-14,-1.61750253829925,0.406,0.537,6.9468087435848e-10
"WARS",2.2834464184056e-14,-0.265255623103715,0.076,0.166,7.19902152330732e-10
"ATMIN",2.33015670156439e-14,0.413269666224821,0.165,0.102,7.34628503302205e-10
"AASS",2.64448746882013e-14,0.526381737321408,0.317,0.248,8.33727564294922e-10
"BCAR1",2.70632629144529e-14,0.419756006522551,0.204,0.138,8.53223489903957e-10
"RRBP1",3.03473378687305e-14,0.439451810718291,0.445,0.389,9.56760520987465e-10
"HINT3",3.60761317846873e-14,0.386262699693683,0.174,0.111,1.13737220677584e-09
"FAM89A",3.62431165585141e-14,-0.4215593470191,0.069,0.147,1.14263673574027e-09
"OSTF1",4.02412335486361e-14,0.440235334747441,0.182,0.119,1.26868537008785e-09
"PEX16",4.24077002992924e-14,0.45085279490531,0.182,0.12,1.33698756733579e-09
"ZNF331",4.2556226206904e-14,-0.261466475260784,0.057,0.137,1.34167014362506e-09
"PCNA",4.26180497977819e-14,-0.263488305264937,0.16,0.271,1.34361925597467e-09
"NMRAL1",4.28563714513227e-14,0.499993318000624,0.282,0.221,1.35113282274585e-09
"KLF3",5.21886254331155e-14,0.461294150138029,0.267,0.199,1.64535079402983e-09
"HOMER3",5.84716812779698e-14,0.436075251069595,0.175,0.114,1.84343669565056e-09
"ARNT2",5.93492671134102e-14,0.351118016132647,0.155,0.094,1.87110434428448e-09
"TPM4",6.13584584236922e-14,-0.268616284540166,0.361,0.51,1.93444811872374e-09
"PTDSS2",6.41944055996351e-14,0.420570586855114,0.131,0.076,2.02385702533969e-09
"PIGK",6.79032553797834e-14,0.405161808626971,0.149,0.092,2.14078593235843e-09
"DMAC1",7.97182833502398e-14,0.554297485145588,0.41,0.38,2.51327831918301e-09
"COX6C",9.30134987657772e-14,-0.284425737791435,0.71,0.858,2.93243657558866e-09
"SUGT1",1.24735899852647e-13,0.49408982153407,0.356,0.301,3.93254871465442e-09
"WDR20",1.29127395287409e-13,0.352916753925743,0.147,0.089,4.07099939122613e-09
"PCYT2",1.35341729292988e-13,0.335486956903391,0.128,0.073,4.26691869942002e-09
"TNS2",1.38773624979241e-13,0.302609399098118,0.111,0.06,4.37511607472054e-09
"LIFR",1.45217898063316e-13,0.513048142570504,0.251,0.184,4.57828467224217e-09
"ACAT2",1.59897121682921e-13,-0.324260237538321,0.169,0.274,5.04107655529746e-09
"MAPK3",1.71195830742961e-13,0.45222691660161,0.208,0.143,5.39729095583332e-09
"HLCS",1.9550010430824e-13,0.341274624774736,0.1,0.053,6.1635317885259e-09
"MYO1E",2.06408772261968e-13,0.351452272970417,0.125,0.072,6.50744936310306e-09
"CHKA",2.06545110960156e-13,0.39378110683442,0.125,0.072,6.51174771324082e-09
"NDN",2.3286400712195e-13,0.349130776706965,0.174,0.11,7.34150355253373e-09
"AMN1",2.40205490677583e-13,0.376363070518973,0.135,0.08,7.57295850459216e-09
"TSPAN7",2.76702506792298e-13,-0.253341955767004,0.166,0.27,8.72359993164077e-09
"C11orf58",2.98533935163048e-13,0.361025925775615,0.639,0.672,9.41187937388541e-09
"CSTB",3.09876140704534e-13,-0.250887116092795,0.423,0.604,9.76946508799184e-09
"MARCH2",3.12851886278784e-13,0.358996373162923,0.162,0.103,9.86328141871121e-09
"SH3RF1",3.42470505779075e-13,0.410625707027749,0.139,0.084,1.07970676356969e-08
"WDFY2",3.43758880121849e-13,0.518324492064354,0.196,0.135,1.08376862136015e-08
"VRK2",3.527525239567e-13,0.318629826886408,0.1,0.053,1.11212288227829e-08
"SNX27",3.53751772603376e-13,0.515840958891518,0.243,0.181,1.11527321348666e-08
"CD37",3.97874762785441e-13,-0.694872843843701,0.075,0.151,1.25437976463366e-08
"UBR3",4.04879659603097e-13,0.365637396769346,0.148,0.092,1.27646410283068e-08
"UROS",4.20136232721634e-13,0.470489700497031,0.241,0.178,1.3245635009015e-08
"PLPPR1",4.59905157244653e-13,0.301056498923631,0.228,0.154,1.44994298924522e-08
"IRF9",4.63943585907287e-13,0.482507628334307,0.334,0.275,1.4626749432899e-08
"TCEAL4",4.66706781765087e-13,0.402564489705541,0.586,0.593,1.47138647087079e-08
"LAMTOR1",4.70867404007874e-13,0.479544150530264,0.52,0.543,1.48450366461563e-08
"RAB11B",5.53757374925214e-13,0.525181699128061,0.379,0.336,1.74583087592672e-08
"SMIM13",5.69814523307302e-13,0.310452101261007,0.109,0.06,1.79645424763093e-08
"ACBD5",5.88236105359238e-13,0.460697353077388,0.216,0.152,1.85453196936607e-08
"TCF4",6.11038150105697e-13,-0.254348875829966,0.504,0.656,1.92641997583823e-08
"TNFRSF21",6.20969618255921e-13,0.527788980365369,0.252,0.193,1.95773091547544e-08
"ARL8B",6.25957755263486e-13,0.434304120230843,0.207,0.145,1.97345701501919e-08
"BAG1",6.3478221559006e-13,0.518880788468149,0.336,0.283,2.00127789109078e-08
"FAM107A",8.28675617470437e-13,-0.379847476971566,0.041,0.108,2.61256561919905e-08
"SFT2D2",8.81912793473049e-13,0.481579276640957,0.223,0.163,2.78040646398248e-08
"RAB9A",8.87474435081245e-13,0.523181294137413,0.306,0.25,2.79794065148064e-08
"TNKS",8.90548995456619e-13,0.4207425223934,0.216,0.154,2.80763381797608e-08
"ZBTB44",9.02831347662839e-13,0.438105785094446,0.196,0.136,2.84635638977663e-08
"METRN",1.01781632220132e-12,-0.46764598935272,0.287,0.387,3.20886951900409e-08
"PCDH17",1.04686762909013e-12,0.422241620983192,0.327,0.265,3.30045957423245e-08
"MFSD12",1.14399037392633e-12,0.384138433982406,0.151,0.095,3.60665845187753e-08
"NFIA",1.15935477487773e-12,0.310193321141162,0.529,0.475,3.65509779875702e-08
"CDC42SE1",1.25170585211448e-12,0.46639761340415,0.294,0.234,3.94625303996133e-08
"MTMR2",1.6840890381992e-12,0.359539946246713,0.148,0.093,5.30942751073062e-08
"FAM181B",1.96800345947385e-12,-0.279913211617114,0.118,0.206,6.20452450668322e-08
"TNKS2",2.05875496553252e-12,0.413938503994035,0.176,0.117,6.49063677983438e-08
"TRPC4AP",2.20614664619435e-12,0.424224657203214,0.177,0.119,6.95531853145692e-08
"FAM98A",2.25794643114213e-12,0.449445097582592,0.211,0.152,7.11862771346179e-08
"IDI1",2.34087713339235e-12,0.389460444081631,0.348,0.281,7.38008333844607e-08
"UFL1",2.55111712551945e-12,0.486032202990023,0.26,0.2,8.04290696162517e-08
"RAB6A",2.69798722691551e-12,0.522809368013606,0.342,0.29,8.50594433029653e-08
"JADE2",2.76981674447771e-12,0.301007343843757,0.1,0.055,8.73240125031488e-08
"VPS13C",3.00832779850091e-12,0.527023834129694,0.286,0.231,9.48435505033381e-08
"ZNF708",3.61721887438281e-12,0.431504505509387,0.208,0.148,1.14040059452667e-07
"SEC22C",3.87629347282603e-12,0.453836838391789,0.232,0.172,1.22207904317786e-07
"TAGLN3",4.72193649967392e-12,-0.362212604831043,0.062,0.132,1.4886849202522e-07
"PRMT2",4.93533835694736e-12,0.481659370300944,0.506,0.509,1.55596412379479e-07
"MAPRE3",5.4892862680641e-12,0.332782372404611,0.153,0.098,1.73060728173257e-07
"GOLGA4",5.7280068594062e-12,0.492182461754316,0.453,0.423,1.80586872256499e-07
"PLIN2",7.26259304812992e-12,-0.636436502433345,0.087,0.165,2.28967771028392e-07
"UBALD1",7.80009021029396e-12,0.315769249778467,0.126,0.076,2.45913444059938e-07
"PDZD8",8.57798269037974e-12,0.349796816848261,0.138,0.086,2.70438060279602e-07
"PTPN11",9.32362199531099e-12,0.537476050094815,0.288,0.239,2.93945830646169e-07
"FAM50A",9.59070599883714e-12,0.496383704387903,0.288,0.233,3.02366188025338e-07
"AGO2",1.06870712550077e-11,0.511929050475089,0.265,0.21,3.36931295456628e-07
"AKTIP",1.17570572668867e-11,0.384294893055496,0.182,0.124,3.70664744453137e-07
"ZBED3",1.28929913845302e-11,0.336505415052577,0.131,0.08,4.06477339380084e-07
"TMEM64",1.46074652404288e-11,0.311202600759728,0.102,0.058,4.60529556634998e-07
"SLC35E3",1.90037647755193e-11,0.49920679546482,0.21,0.155,5.99131692077796e-07
"SOGA1",2.27098130944225e-11,0.387460745119634,0.187,0.129,7.15972277427859e-07
"KDSR",2.38906172553829e-11,0.528593362688117,0.284,0.231,7.53199490210456e-07
"STX16",2.50248048188446e-11,0.525572109859062,0.302,0.251,7.88957021523714e-07
"SNX18",2.54721824200392e-11,0.329472840006519,0.133,0.082,8.03061495156574e-07
"HAGHL",3.14532357489842e-11,0.363571341566027,0.146,0.094,9.91626163458226e-07
"DCTN6",3.7252283843263e-11,0.50602736917926,0.388,0.358,1.17445275272655e-06
"PCSK1N",4.03350759308834e-11,-0.498152365768292,0.32,0.407,1.27164393887296e-06
"ATL3",4.31114083408333e-11,0.403790558392167,0.182,0.126,1.35917337076145e-06
"PPP1CB",4.36987506799611e-11,-0.272422640716367,0.343,0.476,1.37769051268713e-06
"CRTC3",4.4014789483766e-11,0.399492678403466,0.165,0.111,1.38765426805469e-06
"SPAST",4.63006063223786e-11,0.343452840672615,0.137,0.087,1.45971921552563e-06
"FAM8A1",4.85683943799676e-11,0.328912296199843,0.122,0.074,1.53121576961724e-06
"PPM1K",4.98495142077738e-11,0.471581348594322,0.258,0.203,1.57160563442848e-06
"GATAD2B",5.0083419361492e-11,0.438578238022601,0.206,0.151,1.57897996220976e-06
"STX12",5.10991935946064e-11,0.507303207457057,0.332,0.287,1.61100427645716e-06
"HMOX1",5.5711778431402e-11,-0.417818625598678,0.051,0.114,1.75642523860681e-06
"TSPAN31",5.58882806469638e-11,-0.601412212762714,0.159,0.25,1.76198982395683e-06
"GALC",5.72480445298943e-11,0.32894043059431,0.127,0.078,1.80485909989398e-06
"NPTX2",5.74200776557872e-11,0.282313541609184,0.217,0.151,1.810282788254e-06
"BDNF-AS",5.89269100237459e-11,0.282464734758558,0.106,0.061,1.85778869231864e-06
"PCGF5",5.98991207182368e-11,0.466159455383001,0.222,0.167,1.88843957888385e-06
"MEF2B",6.53709557246473e-11,-0.250394014762328,0.043,0.103,2.06095012113096e-06
"GK5",6.77848227286769e-11,0.288383064431156,0.106,0.061,2.137052106167e-06
"SPPL3",6.90525641472372e-11,0.432164139661539,0.227,0.17,2.17702018986995e-06
"PPP2CB",7.605330151275e-11,0.46127839806719,0.343,0.3,2.39773243679247e-06
"SLC9A9",8.66267824573643e-11,0.284494739040959,0.12,0.072,2.73108257053332e-06
"SDHA",8.80062899022683e-11,0.54472326640665,0.267,0.217,2.77457430174881e-06
"TTC32",9.64133211745552e-11,0.293094916697222,0.158,0.104,3.0396227766702e-06
"CDC42SE2",9.85703816982948e-11,0.515204201136672,0.223,0.172,3.10762842380214e-06
"FAM214B",1.02745996223784e-10,0.268718533571857,0.111,0.065,3.23927302294724e-06
"DSTN",1.03452454173576e-10,0.281572630552405,0.7,0.742,3.26154552273035e-06
"MAT2A",1.32633598282597e-10,0.506240412584939,0.388,0.356,4.18153945305545e-06
"TTLL4",1.35239972656197e-10,0.304854467844858,0.107,0.063,4.26371061793193e-06
"HIGD1A",1.58052211281526e-10,0.508745664704033,0.373,0.342,4.98291206507266e-06
"MAGEH1",1.62351957470809e-10,0.465385949676346,0.324,0.272,5.1184701631822e-06
"SNX6",1.64309461643889e-10,0.473042889363286,0.439,0.421,5.18018439724689e-06
"SLC9A3R1",1.67654931814263e-10,0.33508956871088,0.149,0.098,5.28565703530828e-06
"DYNC1LI2",2.1460788682384e-10,0.44315605514932,0.427,0.4,6.76594284789521e-06
"TANC1",2.20027794430306e-10,0.409770937160665,0.196,0.143,6.93681627500427e-06
"ABL1",2.21144769468436e-10,0.345385561140832,0.147,0.097,6.97203114703137e-06
