"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AGAP1",6.23440830033483e-97,0.898474411356389,0.323,0.131,1.96552190484656e-92
"ZEB1",8.60511358723982e-97,-0.835415778481467,0.039,0.351,2.7129341606491e-92
"GALNT6",1.16783653426372e-96,0.438442026738263,0.1,0.017,3.68183824157324e-92
"STOX2",1.21664761770622e-96,0.611597438078052,0.182,0.048,3.83572494434241e-92
"DIP2C",1.67582392420486e-96,0.691993180441611,0.229,0.071,5.28337008584065e-92
"FAR1",1.69018072366814e-96,0.860066267602737,0.298,0.115,5.32863276750854e-92
"SOX8",2.48473148336329e-96,0.817291378824829,0.359,0.15,7.83361294759945e-92
"OST4",3.08261969858087e-96,-0.701343704776056,0.494,0.822,9.7185751237159e-92
"SLC22A23",1.84294975193363e-95,0.625007198737374,0.199,0.057,5.81026768292117e-91
"TMEM184B",2.21291339163328e-95,0.778217552622749,0.238,0.079,6.97665204980223e-91
"TUBA1A",2.44109419157161e-95,0.543652843900575,0.989,0.847,7.69603765776783e-91
"GOLGA7",2.97517677062395e-95,1.13139061765084,0.526,0.332,9.37983980474612e-91
"CCND2",3.64700706448949e-95,-0.958507037518277,0.056,0.368,1.1497919172216e-90
"SEPTIN11",4.72649177809292e-95,-0.812197962096721,0.059,0.368,1.49012106287935e-90
"LRRC8D",1.27568642632544e-94,0.652901374215799,0.218,0.067,4.02185659627622e-90
"RAB31",3.23055180781633e-94,-0.92830440754344,0.135,0.455,1.01849606845025e-89
"UQCRH",3.36229592800317e-94,-0.721803625873773,0.515,0.811,1.06003103722156e-89
"TJP1",3.43523045262693e-94,1.0304447035833,0.455,0.247,1.08302510479969e-89
"CD55",3.88879139562764e-94,0.574698508030509,0.157,0.038,1.22601926329953e-89
"DENND5A",5.92442661471631e-94,0.906525292570654,0.332,0.14,1.86779397882161e-89
"EEF1B2",1.23397530152653e-93,-0.939295552808015,0.5,0.775,3.89035393312271e-89
"FAM3C",1.33615922883326e-93,-0.846535149267848,0.144,0.464,4.2125092007426e-89
"SQSTM1",3.66730185879545e-93,1.02197107825212,0.605,0.426,1.15619025702244e-88
"DOCK10",5.272658021915e-93,0.833381983775488,0.285,0.107,1.66231089456914e-88
"TMED9",6.17254067078874e-93,-0.721872450164368,0.232,0.588,1.94601689727957e-88
"SPATA13",7.42596280841264e-93,0.895331859812367,0.324,0.135,2.34118329460825e-88
"PLAAT4",1.04073106691995e-92,1.35308331608761,0.394,0.191,3.28111283467854e-88
"MYO6",1.38476336498415e-92,1.03079190154044,0.44,0.236,4.36574346078551e-88
"CELSR2",2.64299989993469e-92,0.751591249153043,0.242,0.081,8.33258578452408e-88
"APLP2",4.55145095160311e-92,-0.791107315651245,0.221,0.56,1.43493594151191e-87
"DICER1",1.11020566429876e-91,1.03306496808261,0.417,0.216,3.50014539783472e-87
"RAMP1",1.3784722803726e-91,-1.23675940871474,0.146,0.454,4.3459095583307e-87
"LGALS1",1.82908268673681e-91,-1.1973934228956,0.41,0.699,5.76654898647514e-87
"NAP1L1",2.18537467029615e-91,-0.747265860658258,0.558,0.824,6.88983072304266e-87
"SYNE2",4.41438623284979e-91,-0.812195020556462,0.029,0.319,1.39172354763055e-86
"PRDX2",1.15598118910626e-90,-0.907740026263369,0.43,0.715,3.64446189489531e-86
"VXN",2.97561177360633e-90,0.884888628544545,0.315,0.13,9.38121123864866e-86
"CHL1",3.01534684014884e-90,-1.11369963087181,0.017,0.299,9.50648398293726e-86
"ABCG1",4.80649628706852e-90,0.588076307486904,0.142,0.033,1.51534408442409e-85
"HEY1",5.31110310032298e-90,-1.02014875299749,0.026,0.311,1.67443147443883e-85
"KIF1B",7.14676423039736e-90,0.985585269387149,0.504,0.301,2.25316035891737e-85
"PIK3C2B",8.88264979670415e-90,0.391989800873503,0.112,0.021,2.80043300140692e-85
"RHEB",1.01632581148278e-89,-0.828611035137398,0.26,0.593,3.20417038586177e-85
"FOXN2",2.38792981925412e-89,0.876687331566514,0.294,0.117,7.52842634116245e-85
"VOPP1",3.68698992165792e-89,-1.74598229841303,0.134,0.436,1.16239731260109e-84
"COL6A1",6.55704231901462e-89,-1.28091702176355,0.024,0.305,2.06723873191574e-84
"NDUFS7",9.99438441944005e-89,0.980397485706453,0.631,0.494,3.15092957591686e-84
"CAPZA2",1.00031463230735e-88,-0.699444016336876,0.216,0.553,3.1536919412754e-84
"ARL2",1.00174605955489e-88,1.0143930200433,0.547,0.367,3.15820480195871e-84
"ATP9A",1.94656065337793e-88,0.768080149485032,0.27,0.1,6.1369217719046e-84
"SCG2",2.07547171870026e-88,-1.54726554162926,0.012,0.286,6.5433396875463e-84
"CPEB2",6.5086908080149e-88,0.655127086253752,0.203,0.062,2.05199495104286e-83
"LINC00461",1.32460775973816e-87,-0.938097866265429,0.085,0.386,4.1760908841265e-83
"SEC61B",1.41004283279381e-87,-0.73560055844996,0.468,0.773,4.44544203894904e-83
"FAU",1.48433682973661e-87,-0.612537890583285,0.841,0.961,4.67966872311061e-83
"SEMA4C",1.59801004065244e-87,0.580906439346273,0.18,0.05,5.03804625516495e-83
"PEA15",1.70667966645497e-87,1.09665221652528,0.55,0.376,5.38064898443259e-83
"VAMP3",2.41123352060272e-87,0.953931520884903,0.428,0.232,7.60189592040418e-83
"ACTN1",4.51683798814874e-87,-0.917559302689398,0.014,0.289,1.42402351252365e-82
"PHLPP1",6.35265759118031e-87,0.87982655744241,0.283,0.111,2.00280235877142e-82
"ARHGEF2",7.11444103491874e-87,0.957183441964733,0.37,0.176,2.24296982507883e-82
"CLTA",1.27456770523401e-86,0.804458030935247,0.719,0.618,4.01832960429127e-82
"RAP1GDS1",1.47664496057369e-86,0.924114526532886,0.331,0.148,4.65541856720066e-82
"CEP97",3.67132641509619e-86,0.760500922953783,0.253,0.091,1.15745907888738e-81
"AC009041.2",4.13421524222634e-86,0.732355528019969,0.306,0.121,1.3033940394167e-81
"DYNLT1",4.37377975306677e-86,-0.777445802919524,0.286,0.614,1.37892154274936e-81
"CELF2",4.45609685842677e-86,-0.817147747033168,0.055,0.343,1.40487365655621e-81
"MRPS21",5.13859494370243e-86,-0.695924450467568,0.31,0.653,1.62004482790106e-81
"PER3",1.59586808889794e-85,0.449600255874551,0.127,0.028,5.03129332386853e-81
"PRDX6",3.02082136301563e-85,-0.78188123687812,0.295,0.62,9.52374351117936e-81
"WLS",3.19910778708692e-85,-0.87513177191352,0.041,0.32,1.00858271203489e-80
"AOPEP",8.11428994706088e-85,0.806700654336285,0.287,0.112,2.55819219160988e-80
"ATP5ME",8.30651160767855e-85,0.877643566185008,0.801,0.793,2.61879391455282e-80
"CHI3L1",1.00799711836279e-84,-3.60445355071258,0.081,0.357,3.17791251506236e-80
"ARRB1",1.03593676329449e-84,0.477966059673782,0.11,0.022,3.26599783363854e-80
"GNAZ",1.05721636623283e-84,0.592532959144964,0.179,0.051,3.33308603782223e-80
"NAMPT",1.12946085609653e-84,-1.44077688544225,0.166,0.458,3.56085124101555e-80
"SREBF1",1.27384898784734e-84,0.754103401237454,0.196,0.06,4.01606370398631e-80
"NOVA1",1.92139943434807e-84,-1.31214201339372,0.431,0.655,6.05759599666917e-80
"COTL1",1.99711548255282e-84,-0.84292972099826,0.07,0.363,6.29630598184428e-80
"SSR2",4.86094769211161e-84,-0.691078888862728,0.312,0.655,1.53251097889203e-79
"RPL4",8.12403303884493e-84,-0.875180289569745,0.69,0.864,2.56126389615664e-79
"FNBP1",8.84572934287533e-84,1.02981255435212,0.462,0.279,2.78879308992831e-79
"STXBP3",1.73801879658128e-83,0.901930767973488,0.354,0.168,5.4794518599818e-79
"TOMM5",3.42790145901515e-83,-0.749398246657869,0.292,0.625,1.08071449298371e-78
"PHLDA1",3.84942663600762e-83,-1.11767223581384,0.104,0.395,1.21360873553412e-78
"PPIA",3.8858554334024e-83,-0.615050908867,0.809,0.938,1.22509364248877e-78
"HEPN1",4.50787024216456e-83,0.89957092551566,0.481,0.266,1.42119625124722e-78
"PFDN5",2.03244084857375e-82,-0.637824424868652,0.623,0.873,6.40767626329845e-78
"ST3GAL5",3.23580342132559e-82,0.940750158084631,0.396,0.203,1.02015174464132e-77
"HMGB2",4.49886049285832e-82,-1.72476263984779,0.145,0.435,1.41835574758344e-77
"FHL1",4.705681701145e-82,-0.821675364232713,0.091,0.377,1.48356026991998e-77
"ARL4C",1.15012882882227e-81,-0.927135245956862,0.055,0.333,3.62601115862797e-77
"GADD45A",1.81180102646898e-81,-0.985683372602111,0.085,0.372,5.71206509614876e-77
"LSM5",2.37248891565099e-81,-0.674451097201505,0.287,0.616,7.47974580437289e-77
"CD44",2.43496908388455e-81,-1.20045049248622,0.087,0.367,7.67672703076282e-77
"CYTOR",4.65862362565055e-81,-0.842769814822129,0.019,0.281,1.46872427045885e-76
"ITM2C",6.3250558541699e-81,-1.24446678417922,0.157,0.447,1.99410035914415e-76
"FDFT1",6.67116530985098e-81,0.853027600518419,0.428,0.228,2.10321828723672e-76
"RGN",7.83046161496994e-81,0.700061027063634,0.196,0.062,2.46870963335157e-76
"PICALM",8.56702630633286e-81,0.916639657589331,0.369,0.182,2.70092638359756e-76
"COMMD6",1.28094542674653e-80,-0.650035908173965,0.409,0.744,4.03843664690379e-76
"NCAM2",2.15336702417919e-80,0.690106040279373,0.224,0.076,6.78892021712974e-76
"OAZ1",2.31497414504988e-80,-0.676984353273748,0.757,0.875,7.29841898709877e-76
"ZNF652",3.13981572173395e-80,0.843170926578052,0.308,0.132,9.89889702591063e-76
"JOSD2",3.54432579760315e-80,0.993521047073379,0.456,0.278,1.11741959421035e-75
"HIF1A",3.89929829646781e-80,-0.878687061878844,0.157,0.455,1.22933177392741e-75
"RCN1",4.21609426174752e-80,-0.691879154003476,0.042,0.308,1.32920803790114e-75
"MICAL3",5.95276128524666e-80,0.764506755944176,0.248,0.093,1.87672705039972e-75
"RPL3",7.88864341812281e-80,-0.671295002233165,0.933,0.971,2.48705261043158e-75
"CTSD",8.50405905678514e-80,0.872152949580654,0.554,0.37,2.68107469883265e-75
"HSD17B4",1.09268829995169e-79,0.825842171534193,0.315,0.138,3.44491840325769e-75
"RAN",1.9121320654408e-79,-0.859237769898723,0.49,0.759,6.0283787627152e-75
"CPEB4",1.91279328736079e-79,0.917172676413018,0.389,0.197,6.03046339706236e-75
"CEBPD",2.11179926984777e-79,-1.28526305812651,0.12,0.409,6.65786955804907e-75
"MDK",2.12282411467677e-79,-1.00901209556728,0.111,0.394,6.69262758634146e-75
"SGK3",2.85709084084646e-79,0.827146078534105,0.344,0.161,9.00755029393663e-75
"NRBP2",3.00938936966843e-79,0.724763844520066,0.25,0.094,9.48770186575367e-75
"TUBA1C",3.84538718128888e-79,-0.795925078074408,0.048,0.318,1.21233521664494e-74
"SDCBP",4.43924783205393e-79,-0.725947289375675,0.242,0.559,1.39956166401164e-74
"NMB",6.65323159506722e-79,-1.39328247660043,0.049,0.315,2.09756432497684e-74
"SMIM3",1.37261875729589e-78,-0.804072889969948,0.013,0.265,4.32745515612676e-74
"TNC",1.43163773717372e-78,-1.23479016580598,0.036,0.298,4.51352429398759e-74
"IFIT3",2.62843632876069e-78,1.052387676294,0.245,0.092,8.28667121368382e-74
"BTG1",2.77591854676661e-78,-1.0159863629125,0.314,0.613,8.75163840239109e-74
"STK17A",2.99613960402096e-78,-0.742002292010895,0.047,0.315,9.44592932959688e-74
"DPYSL3",3.23495667215085e-78,-0.847401147237257,0.066,0.334,1.019884790029e-73
"SNRPE",3.52584180593685e-78,-0.742520275391894,0.376,0.687,1.11159214615771e-73
"CLINT1",6.13360401525626e-78,-3.09465843813864,0.119,0.392,1.93374133788984e-73
"ASPH",8.17931081087407e-78,-0.759924604418825,0.109,0.399,2.57869131934427e-73
"FTL",1.14066038579408e-77,-0.304596872978725,0.996,0.971,3.59615999829298e-73
"MLLT11",1.22383145259453e-77,-0.987890247635161,0.162,0.45,3.85837342059478e-73
"AKAP13",1.31084256920063e-77,-0.634796851034302,0.032,0.295,4.13269336791881e-73
"NCKAP5",1.47329314164933e-77,0.663461004207272,0.212,0.071,4.64485128767783e-73
"VSTM2B",3.7148664370149e-77,0.470008241061493,0.132,0.032,1.17118594159769e-72
"PLTP",3.9683556280037e-77,-0.960714741178199,0.033,0.289,1.25110347884073e-72
"RPSA",6.2127453208152e-77,-0.731271394252019,0.818,0.915,1.95869221729341e-72
"KLHL2",6.50901467967498e-77,0.475022995392506,0.148,0.039,2.05209705806113e-72
"CCDC80",1.02321045508073e-76,-0.956153246335045,0.009,0.255,3.22587560173301e-72
"TUBB3",1.81699319061588e-76,-0.980023383120976,0.135,0.419,5.72843443205468e-72
"ENSA",1.85946756518749e-76,-0.59128778252949,0.144,0.442,5.86234339276661e-72
"LAMTOR2",2.06742716393083e-76,-0.595414021466591,0.225,0.546,6.51797761972474e-72
"DDAH2",2.3317763032354e-76,-0.806720763306821,0.114,0.391,7.35139115121025e-72
"NPM1",2.59668109629045e-76,-0.715573124827875,0.615,0.826,8.18655649227491e-72
"EID1",7.11140532062488e-76,0.634893868499981,0.821,0.731,2.24201275543341e-71
"CHCHD2",7.51265720627708e-76,-1.12604090057355,0.771,0.867,2.36851543742297e-71
"TJAP1",9.30056699435703e-76,0.582383455821759,0.171,0.051,2.93218975631094e-71
"SRPX",1.23479476166724e-75,-1.06177795754023,0.033,0.284,3.89293744510832e-71
"EEF1A1",1.26712159014663e-75,-0.638465292614147,0.988,0.991,3.99485423725529e-71
"SHROOM1",1.47782597009201e-75,0.534989178695844,0.146,0.039,4.65914193590907e-71
"PLP2",1.98082988226886e-75,-0.705779303838935,0.04,0.301,6.24496236982905e-71
"PPP2R3A",3.33725378726832e-75,0.56433301672393,0.161,0.046,1.05213600151208e-70
"NME4",3.45531066304421e-75,-0.677391825746342,0.09,0.368,1.08935579273795e-70
"UBE2V1",3.97957609348469e-75,-0.598751873049835,0.207,0.518,1.25464095499292e-70
"ATP6V1E1",4.50340845043139e-75,0.957161191708667,0.509,0.344,1.41978958216751e-70
"CTTN",4.58718217777102e-75,0.960118362461135,0.367,0.185,1.44620092518587e-70
"SSBP1",8.03000444662357e-75,-0.63689239671723,0.371,0.686,2.53161950188701e-70
"HES1",8.66605555994345e-75,-1.37181357788639,0.014,0.258,2.73214733638337e-70
"SEPTIN9",1.02073897543208e-74,-0.659971573797076,0.103,0.386,3.21808376784471e-70
"RGL1",1.12506631235058e-74,0.647011497804344,0.191,0.062,3.54699656294768e-70
"ATP11A",1.23231052144285e-74,0.681127345705913,0.215,0.076,3.88510538095287e-70
"NFIX",2.72334447713097e-74,0.929937492345459,0.511,0.335,8.5858881330508e-70
"SPART",2.73039534511274e-74,0.90938385044368,0.385,0.205,8.60811740453692e-70
"GGCT",3.06080034514572e-74,-0.619336712200201,0.098,0.378,9.6497852481409e-70
"ACTB",4.31320745645272e-74,0.435530672824044,0.998,0.965,1.35982491479585e-69
"MRPS24",4.77867401141421e-74,-0.62650343243776,0.299,0.615,1.50657255557856e-69
"SRI",5.18557561595277e-74,-0.774766392813092,0.531,0.76,1.63485642444143e-69
"SPNS2",5.79033401353569e-74,0.382794514161591,0.123,0.028,1.8255186044474e-69
"ADO",6.03367580921103e-74,0.623436663482877,0.208,0.071,1.90223697236996e-69
"EZR",6.65557501573374e-74,-0.648628694258947,0.024,0.272,2.09830313521038e-69
"SNRPF",7.22037778070953e-74,-0.713846766045326,0.318,0.631,2.27636850292429e-69
"NRN1",7.68351094818232e-74,-1.39814604461772,0.025,0.27,2.42238049663344e-69
"PDIA2",1.18145980901898e-73,0.463895825618435,0.12,0.028,3.72478833989414e-69
"BASP1",1.26168868675791e-73,-1.0558691383064,0.048,0.298,3.97772592274165e-69
"PPP1R14B",1.46421935512085e-73,-0.776388492720576,0.068,0.326,4.61624436088952e-69
"YBX1",1.80918756235505e-73,-0.833208451886178,0.672,0.827,5.70382562783677e-69
"NNMT",2.45671426762387e-73,-1.37340368073892,0.011,0.248,7.74528307153778e-69
"PGM2L1",2.9562693157111e-73,-0.854228563729005,0.065,0.323,9.32023027164239e-69
"TCIM",3.09164642151022e-73,-1.46580216060593,0.036,0.284,9.74703367309526e-69
"NDUFA6",4.48101932303191e-73,-0.682126370438645,0.267,0.573,1.41273096197227e-68
"TSTD1",5.20677204225851e-73,-0.608002229598859,0.058,0.319,1.64153902176284e-68
"ADGRG1",6.04839195733917e-73,-0.744153645131695,0.074,0.337,1.90687653239032e-68
"GLRX",6.77555588008714e-73,-0.85098113871799,0.046,0.298,2.13612950231507e-68
"PDE1A",9.91999984112671e-73,0.45993430367302,0.114,0.026,3.12747834991202e-68
"BRK1",1.17603514373126e-72,-0.607805854715027,0.445,0.754,3.70768599764155e-68
"SUB1",2.00421802106485e-72,-0.748077587873626,0.522,0.77,6.31869815501114e-68
"MYL6B",2.40852747951445e-72,-0.635949692058458,0.2,0.508,7.59336458466521e-68
"FZD3",3.22576576134172e-72,-0.697268486111522,0.046,0.297,1.0169871715782e-67
"EIF1",3.76891299075964e-72,0.370083897075451,0.971,0.946,1.18822519859679e-67
"TSPAN13",8.36598657019657e-72,-0.623911031885584,0.037,0.284,2.63754458598587e-67
"ZDHHC14",1.11709194672109e-71,0.738335420404838,0.239,0.093,3.52185578042758e-67
"P2RX7",1.31454745472631e-71,0.625163671613258,0.218,0.079,4.14437376051564e-67
"AQP4",1.37080949993088e-71,-1.50832408474326,0.036,0.28,4.3217511104321e-67
"TOB2",1.97639695784626e-71,0.918619517932193,0.371,0.195,6.2309866890019e-67
"MAP4K5",3.11496790650561e-71,0.827595231879211,0.356,0.181,9.82055931884025e-67
"SLC11A2",6.28871579749751e-71,0.764830558921187,0.283,0.123,1.98264342947704e-66
"CREB5",1.26903378390322e-70,0.933459921995169,0.444,0.266,4.00088281051168e-66
"RPS10",1.8767025525336e-70,-0.773070409543473,0.57,0.824,5.91668013737269e-66
"TNFRSF1A",1.93816883671843e-70,-0.654159629936761,0.035,0.279,6.1104648915222e-66
"NES",5.56422892027671e-70,-0.850098269029124,0.112,0.376,1.75423445169564e-65
"CCT2",1.22108795999647e-69,-0.59307431488404,0.243,0.542,3.84972401148087e-65
"CBX7",1.62859944674323e-69,0.479993703869579,0.126,0.032,5.13448547574739e-65
"TECR",2.72259000093905e-69,0.853681296238276,0.64,0.529,8.58350949596055e-65
"AKAP12",3.90616004145783e-69,-1.11783184331319,0.099,0.362,1.23149507627041e-64
"CTSB",4.11107339731349e-69,-1.19365629461462,0.183,0.456,1.29609810997102e-64
"MEF2C",5.3525688143216e-69,-0.92439625768994,0.033,0.268,1.68750437009117e-64
"LRRFIP1",7.33484855572871e-69,-0.653360407903111,0.034,0.274,2.31245770416459e-64
"SNTG1",7.39848606351305e-69,-0.886050210821773,0.039,0.278,2.33252070124376e-64
"COL9A2",8.77700278371323e-69,0.724575529411221,0.229,0.087,2.76712566762127e-64
"CEP170",1.0214619267999e-68,0.954044116569646,0.396,0.224,3.22036301662205e-64
"OSTC",1.13058436364281e-68,-0.566004145465238,0.195,0.489,3.56439332325669e-64
"GALNT7",1.28373273551001e-68,0.71560366759972,0.221,0.083,4.04722419524242e-64
"PPP1R12B",1.46099198224868e-68,0.641198956786289,0.208,0.075,4.60606942243543e-64
"ACER3",1.49393219736078e-68,0.795624349564031,0.297,0.137,4.70992003861932e-64
"SERINC1",2.21757222449414e-68,0.966609428604702,0.493,0.336,6.99133995216269e-64
"NOP10",6.96890572307899e-68,-0.619648779842475,0.338,0.636,2.19708690731511e-63
"ACSL1",7.1876680724616e-68,0.561525195546218,0.181,0.059,2.26605611320497e-63
"MITF",7.45051618813381e-68,0.509382582984332,0.147,0.042,2.34892423863294e-63
"BID",8.46941832474315e-68,-0.567346222657258,0.036,0.273,2.67015351524177e-63
"KDELR2",1.16103281713106e-67,-0.594268025021298,0.21,0.507,3.6603881625691e-63
"DNER",4.05221775706376e-67,0.694194005028971,0.47,0.266,1.27754269226949e-62
"NME1",6.42239628344468e-67,-0.662571689576828,0.335,0.629,2.02478887628161e-62
"FKBP10",7.32303720106713e-67,-0.601576648555423,0.02,0.244,2.30873393838043e-62
"PGK1",7.91869675669913e-67,-0.858401741160228,0.377,0.656,2.49652752648454e-62
"MAPT",8.11637629109943e-67,0.853285975356496,0.449,0.27,2.55884995329492e-62
"KIF5C",1.58198951793122e-66,0.848402182846662,0.434,0.256,4.98753835318176e-62
"CLIP4",1.67657135526193e-66,0.547101876876291,0.159,0.049,5.2857265117343e-62
"KLHL24",1.99853650109411e-66,0.810603036243519,0.311,0.148,6.30078602699941e-62
"RHOB",2.44481518337666e-66,0.724965331201944,0.628,0.451,7.70776882863158e-62
"ATP6V1G1",2.88997423312023e-66,-0.594777648552638,0.437,0.754,9.11122176475814e-62
"FNTA",3.61945955642107e-66,0.927627917613844,0.447,0.29,1.14110701435287e-61
"CXADR",5.90478231823685e-66,0.852941318004694,0.37,0.199,1.86160072147053e-61
"PTN",6.21068335356391e-66,-1.30119619352581,0.742,0.752,1.9580421408781e-61
"TMEM189",6.6608003825937e-66,0.715628818966997,0.261,0.112,2.09995053662032e-61
"MRPS6",6.96225787538311e-66,-0.620971165806089,0.089,0.343,2.19499104037203e-61
"UQCR10",7.0185278417919e-66,-0.582648503552284,0.523,0.809,2.21273127268173e-61
"TENT5A",1.08020008216245e-65,-0.721425830848507,0.03,0.256,3.40554679903357e-61
"HSPA1A",1.52568937375356e-65,1.10472101396084,0.664,0.501,4.81004088863284e-61
"SOD2",1.95795051456264e-65,-1.78256269325186,0.157,0.406,6.17283058726165e-61
"CBX3",2.41243807327464e-65,-0.580285659869906,0.359,0.671,7.60569351361297e-61
"CCT6A",2.50786079088904e-65,-0.93454068458722,0.302,0.591,7.90653271543586e-61
"DLC1",5.26710866627654e-65,0.627380282070336,0.212,0.079,1.660561349217e-60
"ATOX1",6.21078260612466e-65,0.84324793348787,0.657,0.588,1.95807343223292e-60
"CA14",6.52943550023651e-65,0.362434157410387,0.112,0.027,2.05853513015956e-60
"F3",6.59104513947513e-65,-0.962743666854718,0.02,0.24,2.07795880112232e-60
"SNRPD1",6.88938636113002e-65,-0.686094408301065,0.339,0.632,2.17201683807346e-60
"HEBP1",7.01004675055308e-65,0.745700625247167,0.258,0.112,2.21005743904687e-60
"CADM4",7.11413272179143e-65,0.788291064039506,0.385,0.209,2.24287262319918e-60
"MCF2L",7.26854716204655e-65,0.5473246298895,0.145,0.042,2.29155486377842e-60
"TOMM7",9.84049858215295e-65,-0.592705199820346,0.674,0.892,3.10241398799536e-60
"C12orf57",1.26653443910604e-64,-0.683738742004339,0.276,0.571,3.99300312616962e-60
"TRIB2",1.46459544220312e-64,-0.641311258242579,0.03,0.254,4.61743005063379e-60
"ATP2B1",1.75078189047469e-64,-0.688570962580911,0.168,0.436,5.51969006609956e-60
"DYNC1H1",1.96176320064409e-64,0.886598462839179,0.556,0.424,6.18485084267063e-60
"FLNA",2.67575863419014e-64,-0.682501542488828,0.036,0.26,8.43586424601125e-60
"LINC00632",5.00548436725972e-64,0.669903836342401,0.371,0.183,1.57807905646597e-59
"FAHD2B",1.12651523650231e-63,0.488756000728381,0.163,0.052,3.55156458612082e-59
"STMP1",2.30460831619611e-63,-0.565574474003828,0.295,0.596,7.26573863847148e-59
"GCA",2.4932192112622e-63,0.783985642183903,0.316,0.157,7.86037220734633e-59
"PAPSS1",5.0886341980977e-63,0.793438913797742,0.391,0.222,1.60429370363426e-58
"EPS15",5.16360812215589e-63,0.85322040809418,0.328,0.169,1.62793073267209e-58
"SNRPB",6.07591657961339e-63,-0.595387608175876,0.258,0.547,1.91555422005471e-58
"GNAS",6.2984793088902e-63,-0.972828329097155,0.455,0.716,1.98572157171381e-58
"ATG4C",6.96810488466874e-63,0.765349962707885,0.243,0.103,2.19683442698951e-58
"GFAP",9.24624128881133e-63,-2.13454082483457,0.235,0.464,2.91506249112355e-58
"EFEMP2",1.21959682825297e-62,-0.567852251847239,0.024,0.239,3.84502292043314e-58
"C1R",1.28057152568245e-62,-0.883046775186147,0.031,0.25,4.03725784901905e-58
"SEPTIN14",2.07130622997028e-62,-1.75586779718192,0.02,0.23,6.5302071512273e-58
"ANP32E",2.45275280358767e-62,-0.602095120413092,0.081,0.323,7.73279376387084e-58
"HSPD1",3.49235945527294e-62,-0.609778335114603,0.384,0.674,1.1010361654639e-57
"CDKL5",3.53016536250727e-62,0.457575609682158,0.115,0.029,1.11295523383767e-57
"ABHD12",3.87828023970948e-62,0.79852441359166,0.321,0.162,1.22270541117321e-57
"RPL38",3.97787916598824e-62,-0.524557332747396,0.784,0.947,1.25410596466111e-57
"SEM1",6.02419161050542e-62,-0.583062400307678,0.512,0.779,1.89924688904404e-57
"BAALC",6.7466531530799e-62,-0.811415079325828,0.201,0.462,2.1270173395715e-57
"ATP5F1A",8.99837817783713e-62,-0.62336522977365,0.354,0.631,2.83691868812671e-57
"NIPSNAP2",9.64751952472068e-62,-0.684976264136388,0.144,0.407,3.04157348055869e-57
"PAFAH1B3",1.01757681810294e-61,-0.691673645094958,0.157,0.416,3.20811443443313e-57
"TUBB2A",1.06004095403746e-61,-0.778618802278886,0.178,0.431,3.34199111579389e-57
"SSNA1",1.06401091970032e-61,1.00112889654505,0.498,0.369,3.35450722653918e-57
"KIF19",1.45948311888955e-61,0.426133571105576,0.111,0.028,4.60131242892308e-57
"PLOD2",1.69896894996361e-61,-0.694835072352644,0.031,0.249,5.35633940855027e-57
"SBF1",1.70517543222635e-61,0.496416677667516,0.151,0.047,5.37590658518002e-57
"AEBP1",1.9320822335525e-61,-0.830215803147201,0.031,0.247,6.09127565772096e-57
"PDIA6",2.01880035856945e-61,-0.593102349249593,0.314,0.601,6.3646718904619e-57
"ARPC1B",2.08891699668597e-61,-0.882123310813164,0.084,0.322,6.58572861545184e-57
"ACTN4",2.61918472909359e-61,0.915667228008632,0.479,0.333,8.25750369541335e-57
"ACYP2",3.82510362306152e-61,0.889019260817095,0.419,0.261,1.20594041924261e-56
"HIP1",4.32122710517422e-61,0.813206693990297,0.384,0.213,1.36235326944827e-56
"OLMALINC",4.84233108895048e-61,0.618943392058294,0.199,0.073,1.52664172241342e-56
"SNHG16",5.87510091818647e-61,-0.515842695538337,0.12,0.374,1.85224306647665e-56
"LRRC8C-DT",6.86132576845108e-61,0.375154554245329,0.121,0.032,2.16317017501957e-56
"SLF2",7.41818037535861e-61,0.785174766474631,0.29,0.139,2.33872972693931e-56
"DNAJC2",8.80996588123974e-61,-0.479880601105407,0.089,0.33,2.77751794337845e-56
"LY6E",1.21055361608434e-60,-0.563235495713194,0.03,0.242,3.81651238542908e-56
"PIR",1.80963521288527e-60,0.550788161751315,0.165,0.055,5.7052369356634e-56
"IFT22",1.97188306173112e-60,-0.527254692664733,0.081,0.318,6.21675572871971e-56
"DAZAP2",2.09402087010992e-60,0.827278587435057,0.536,0.405,6.60181959719554e-56
"CDK4",2.28353071130646e-60,-1.38492899431223,0.198,0.472,7.19928727353587e-56
"GABARAP",2.41662801281391e-60,0.494528344264272,0.871,0.857,7.61890313599841e-56
"DYNLL1",2.54508484863935e-60,0.496202766636209,0.911,0.899,8.02388900230529e-56
"MRPS17",3.52925965996041e-60,-0.720088548725545,0.117,0.367,1.11266969299572e-55
"SOX11",6.53791940810656e-60,-1.07782483625545,0.048,0.265,2.06120985179376e-55
"PLSCR1",7.18272268988511e-60,-0.580021830911131,0.027,0.238,2.26449698244008e-55
"ADM",9.62194682529439e-60,-1.24300919350565,0.058,0.281,3.03351117561056e-55
"PALLD",1.29779274874839e-59,-0.554880010037394,0.029,0.238,4.09155119897904e-55
"CDKN1B",1.33320946359002e-59,0.793170819309036,0.331,0.175,4.20320947586024e-55
"RPL21",1.3649476101358e-59,-0.735295868259299,0.91,0.966,4.30327033047513e-55
