"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PIP4K2A.1",8.63747690333386e-181,0.706410274112661,0.845,0.549,1.72749538066677e-177,"10","PIP4K2A"
"SILC1",3.38651869283667e-179,0.598419230695022,0.817,0.554,6.77303738567334e-176,"10","SILC1"
"TUBB4A.1",1.45747972854811e-169,0.971479522675003,0.785,0.464,2.91495945709622e-166,"10","TUBB4A"
"FERMT1",1.54168060150512e-161,0.609070083720983,0.85,0.569,3.08336120301025e-158,"10","FERMT1"
"STMN4",2.97588889910331e-160,0.517808068743081,0.908,0.654,5.95177779820661e-157,"10","STMN4"
"EFHD1",2.2026698029683e-159,0.371380049474431,0.801,0.434,4.40533960593661e-156,"10","EFHD1"
"PADI2",8.41892492825177e-158,0.27220976604238,0.815,0.513,1.68378498565035e-154,"10","PADI2"
"PRSS23.2",6.9138692677769e-155,-0.415191594734436,0.529,0.787,1.38277385355538e-151,"10","PRSS23"
"SORT1.1",3.50192300573459e-150,0.470611796382626,0.941,0.673,7.00384601146917e-147,"10","SORT1"
"TNR.1",8.97234796944457e-150,0.958092309533842,0.831,0.564,1.79446959388891e-146,"10","TNR"
"CENPE.1",2.11581488756167e-141,-0.290451084535508,0.925,0.616,4.23162977512334e-138,"10","CENPE"
"CMTM5.1",3.18863848591257e-123,0.590485437956017,0.765,0.502,6.37727697182514e-120,"10","CMTM5"
"S100A1.1",1.7508211396403e-115,1.13244714227922,0.734,0.462,3.50164227928059e-112,"10","S100A1"
"GPR17",7.90627871861825e-115,0.473695241470495,0.745,0.448,1.58125574372365e-111,"10","GPR17"
"GPD1.1",1.87208369162846e-95,0.474041533905462,0.7,0.421,3.74416738325692e-92,"10","GPD1"
"CITED2",2.78508382851161e-90,-0.297742557149394,0.208,0.468,5.57016765702321e-87,"10","CITED2"
"SVIP.1",1.08748710400932e-88,0.34321146221053,0.711,0.354,2.17497420801864e-85,"10","SVIP"
"IFITM2",4.0871890976526e-88,-0.357156112262701,0.43,0.69,8.1743781953052e-85,"10","IFITM2"
"PBK.2",2.39291979757588e-86,-0.338359883461161,0.951,0.689,4.78583959515176e-83,"10","PBK"
"MOG.1",1.45816642610723e-71,0.37782369965891,0.679,0.404,2.91633285221445e-68,"10","MOG"
"SRCIN1",4.76780788440981e-62,0.286983079408377,0.665,0.395,9.53561576881963e-59,"10","SRCIN1"
"CENPF.3",5.97352220488354e-30,-0.560573463712445,0.87,0.613,1.19470444097671e-26,"10","CENPF"
"CCNB1.1",9.05497766711088e-15,-0.336179747917679,0.865,0.593,1.81099553342218e-11,"10","CCNB1"
"MYO1B",1.02587894522773e-239,2.19963143744298,0.964,0.419,2.05175789045545e-236,"11","MYO1B"
"NID1",5.60643061778609e-239,2.13432613696643,0.966,0.583,1.12128612355722e-235,"11","NID1"
"CFH",3.87401700171987e-211,1.2662339297093,0.9,0.301,7.74803400343975e-208,"11","CFH"
"SELENOM",2.77324304278821e-206,2.12977245670742,0.964,0.479,5.54648608557642e-203,"11","SELENOM"
"GNG11",4.30357351396028e-205,2.42199551212476,0.939,0.589,8.60714702792057e-202,"11","GNG11"
"CARMN",2.21738947107323e-204,1.66065257436496,0.92,0.599,4.43477894214646e-201,"11","CARMN"
"COL3A1",2.14875591469968e-202,2.05870620491545,0.915,0.547,4.29751182939935e-199,"11","COL3A1"
"PCDH18",9.71225129738257e-191,0.889578936608012,0.9,0.51,1.94245025947651e-187,"11","PCDH18"
"MIR4435-2HG",3.23956889970467e-190,2.33171536921991,0.968,0.692,6.47913779940934e-187,"11","MIR4435-2HG"
"ENPEP",1.91450304878611e-185,0.826262371278455,0.879,0.49,3.82900609757222e-182,"11","ENPEP"
"ITGA1",2.21218213687069e-185,2.28170910232055,0.905,0.57,4.42436427374138e-182,"11","ITGA1"
"MCAM",9.02283718183824e-179,1.33070073331488,0.917,0.548,1.80456743636765e-175,"11","MCAM"
"PRKG1",2.88845783662844e-176,0.733752306197047,0.871,0.509,5.77691567325687e-173,"11","PRKG1"
"APOLD1",3.02749190495025e-172,1.89375493106452,0.898,0.442,6.0549838099005e-169,"11","APOLD1"
"COL18A1",4.07718753715217e-168,1.70016063289573,0.888,0.501,8.15437507430435e-165,"11","COL18A1"
"RGS5",6.12025846617836e-164,3.43332870616276,0.876,0.564,1.22405169323567e-160,"11","RGS5"
"ADGRL4",8.66351455301263e-161,2.06411959788724,0.852,0.42,1.73270291060253e-157,"11","ADGRL4"
"CD248",8.33741118101433e-158,0.915231383717411,0.852,0.531,1.66748223620287e-154,"11","CD248"
"TBX2",3.52324241713238e-157,0.667094043901815,0.871,0.605,7.04648483426476e-154,"11","TBX2"
"PTP4A3",5.47939613452622e-157,1.38356102991475,0.893,0.471,1.09587922690524e-153,"11","PTP4A3"
"LAMC3",5.91978322070873e-156,0.657136073855491,0.823,0.313,1.18395664414175e-152,"11","LAMC3"
"UNC5B",1.89184934958699e-147,1.08204834840776,0.896,0.567,3.78369869917398e-144,"11","UNC5B"
"FLT1",2.89840185845045e-146,2.00618255661401,0.842,0.51,5.79680371690089e-143,"11","FLT1"
"PPP1R14A.1",1.29576985115758e-145,1.67349415730458,0.93,0.666,2.59153970231517e-142,"11","PPP1R14A"
"PDLIM1",4.5889086663351e-143,1.49696885156257,0.874,0.501,9.1778173326702e-140,"11","PDLIM1"
"VWF",2.07929605428087e-141,2.68669737958566,0.847,0.577,4.15859210856174e-138,"11","VWF"
"EMCN",9.72597590939543e-140,1.26681676303618,0.825,0.495,1.94519518187909e-136,"11","EMCN"
"TUBB2B.1",1.01918527652931e-138,-2.27688718672778,0.614,0.905,2.03837055305862e-135,"11","TUBB2B"
"COX7A1",7.25196677331054e-137,1.57607428119235,0.837,0.432,1.45039335466211e-133,"11","COX7A1"
"PCAT19",3.04614099632215e-130,1.95049526348849,0.828,0.475,6.0922819926443e-127,"11","PCAT19"
"SVIL",1.82979875310521e-128,0.814668859709282,0.813,0.444,3.65959750621042e-125,"11","SVIL"
"MMP9",5.48044322547976e-128,0.768657679680716,0.789,0.286,1.09608864509595e-124,"11","MMP9"
"GJC1",6.83760952831374e-128,0.882608251093936,0.893,0.574,1.36752190566275e-124,"11","GJC1"
"PCSK1N.1",2.79614352668424e-126,-1.20537378606303,0.534,0.867,5.59228705336849e-123,"11","PCSK1N"
"PLXDC1",6.21124808965281e-126,1.31852010811317,0.818,0.467,1.24224961793056e-122,"11","PLXDC1"
"EGFL7",4.4631871713109e-123,1.81826057045044,0.823,0.565,8.92637434262179e-120,"11","EGFL7"
"CCDC3",2.05672509434789e-122,0.799958343121542,0.791,0.413,4.11345018869578e-119,"11","CCDC3"
"HEYL",8.95481458374184e-121,0.582575772379889,0.784,0.433,1.79096291674837e-117,"11","HEYL"
"NMB.1",1.53048548657136e-120,-1.6053262989858,0.595,0.922,3.06097097314271e-117,"11","NMB"
"FILIP1",1.11107725110081e-119,0.855683759648143,0.816,0.561,2.22215450220162e-116,"11","FILIP1"
"MXRA5",2.69343552755592e-118,0.394156652140826,0.779,0.363,5.38687105511185e-115,"11","MXRA5"
"FAM162B",7.46168022525705e-118,0.85724546687046,0.794,0.489,1.49233604505141e-114,"11","FAM162B"
"AQP4.2",1.1946748682227e-116,-1.65772370482672,0.612,0.893,2.38934973644541e-113,"11","AQP4"
"ADGRF5",2.48990512068657e-116,1.69255901202252,0.799,0.433,4.97981024137314e-113,"11","ADGRF5"
"F2R.1",1.34002034316339e-114,1.03347776956139,0.879,0.618,2.68004068632679e-111,"11","F2R"
"CNR1.1",2.35319245437391e-114,-0.661415982637882,0.534,0.835,4.70638490874781e-111,"11","CNR1"
"SPINK8",2.16597318961844e-113,1.5662810851996,0.767,0.287,4.33194637923689e-110,"11","SPINK8"
"TMEM204",2.42318282577013e-113,1.5969147086011,0.806,0.538,4.84636565154025e-110,"11","TMEM204"
"ABCC9",3.14083737714379e-113,0.710318258752906,0.779,0.393,6.28167475428757e-110,"11","ABCC9"
"MEF2C.2",4.3640854789951e-113,1.37750962481326,0.898,0.585,8.7281709579902e-110,"11","MEF2C"
"AGRN",3.04855263994846e-112,1.08082646977449,0.842,0.59,6.09710527989692e-109,"11","AGRN"
"TUSC3",2.1973313669576e-111,0.605292263858402,0.774,0.332,4.39466273391521e-108,"11","TUSC3"
"CCN2",4.15851976561732e-111,2.56237337779364,0.806,0.503,8.31703953123465e-108,"11","CCN2"
"PDE5A",9.26338073882688e-111,0.72282446915018,0.794,0.544,1.85267614776538e-107,"11","PDE5A"
"DUXAP8",3.80043756925413e-109,1.34387151622363,0.799,0.395,7.60087513850825e-106,"11","DUXAP8"
"TBX3",8.38634163361171e-103,0.78781677608999,0.76,0.369,1.67726832672234e-99,"11","TBX3"
"TNS3",1.86848557942295e-102,0.622296583859306,0.835,0.479,3.7369711588459e-99,"11","TNS3"
"JAG2",5.61112211288785e-99,0.73690494240047,0.772,0.51,1.12222442257757e-95,"11","JAG2"
"TPM2",1.09036483035513e-98,2.05214888833958,0.852,0.588,2.18072966071025e-95,"11","TPM2"
"PDGFB",7.00063685429291e-98,1.20975505817068,0.786,0.463,1.40012737085858e-94,"11","PDGFB"
"ECSCR",8.34577754580869e-98,1.83786780953568,0.735,0.29,1.66915550916174e-94,"11","ECSCR"
"SLFN5.1",5.25961353534253e-97,0.64265727876783,0.791,0.514,1.05192270706851e-93,"11","SLFN5"
"ITM2A",4.62876089961142e-96,2.80480361707401,0.76,0.419,9.25752179922285e-93,"11","ITM2A"
"CAVIN2",1.32866798363913e-94,1.33538099885175,0.752,0.47,2.65733596727826e-91,"11","CAVIN2"
"SEPTIN4.2",6.82107194226208e-91,0.675903935921658,0.833,0.541,1.36421438845242e-87,"11","SEPTIN4"
"DTNA.1",2.25534170434846e-90,-0.980882175671456,0.466,0.841,4.51068340869691e-87,"11","DTNA"
"NOTCH4",1.0544485392911e-89,1.56342299359382,0.794,0.518,2.1088970785822e-86,"11","NOTCH4"
"ID2",2.57551353796031e-86,-1.3826220791844,0.648,0.902,5.15102707592062e-83,"11","ID2"
"GPR37.2",2.35226447000657e-85,-0.520485785688508,0.454,0.813,4.70452894001315e-82,"11","GPR37"
"FHL5",2.85958878938233e-85,0.295018056896518,0.706,0.306,5.71917757876466e-82,"11","FHL5"
"TESC",5.46603919484429e-85,0.579857022979514,0.738,0.384,1.09320783896886e-81,"11","TESC"
"RGCC",2.97597584311108e-84,1.62630478135096,0.796,0.539,5.95195168622216e-81,"11","RGCC"
"TMEM176B.1",7.76947797949821e-84,-0.598482361275052,0.471,0.799,1.55389559589964e-80,"11","TMEM176B"
"PLAU",8.83830782614021e-83,-0.296700798684963,0.573,0.824,1.76766156522804e-79,"11","PLAU"
"SLC7A5",3.21143952142068e-82,1.55268671127141,0.748,0.467,6.42287904284136e-79,"11","SLC7A5"
"CA3.2",2.18148738885088e-80,-0.313564636119841,0.51,0.805,4.36297477770175e-77,"11","CA3"
"RAPGEF5.3",1.26710692735908e-79,0.478033238990897,0.789,0.513,2.53421385471816e-76,"11","RAPGEF5"
"INSR",2.61677670269098e-77,1.77056758874869,0.774,0.499,5.23355340538196e-74,"11","INSR"
"CTHRC1",1.88933630567252e-75,1.03847210443154,0.699,0.293,3.77867261134504e-72,"11","CTHRC1"
"LRRC32",4.19606103407859e-75,0.944669563377969,0.709,0.403,8.39212206815717e-72,"11","LRRC32"
"HMOX1",7.99596471997712e-74,-0.390122502568878,0.257,0.702,1.59919294399542e-70,"11","HMOX1"
"INSIG1",2.7397370730544e-71,-0.421795515446191,0.42,0.821,5.4794741461088e-68,"11","INSIG1"
"LTF.2",7.47382188351349e-71,-0.626789537911283,0.532,0.837,1.4947643767027e-67,"11","LTF"
"SFTA1P",7.80108696761412e-71,0.375101731573328,0.682,0.309,1.56021739352282e-67,"11","SFTA1P"
"CA12.1",1.72324028006831e-70,-0.528141635660241,0.386,0.755,3.44648056013663e-67,"11","CA12"
"GPR4",5.45047586326545e-69,0.689624839505321,0.689,0.296,1.09009517265309e-65,"11","GPR4"
"SLC6A1.1",1.4543625485921e-66,0.635704090673408,0.75,0.48,2.9087250971842e-63,"11","SLC6A1"
"BEX1.4",2.77705322639669e-66,-0.885465879177867,0.299,0.677,5.55410645279338e-63,"11","BEX1"
"RBPMS",1.70464148257085e-65,0.557672679868618,0.704,0.437,3.40928296514171e-62,"11","RBPMS"
"C1QL1.1",4.05359768084548e-65,-0.596405035380372,0.32,0.685,8.10719536169096e-62,"11","C1QL1"
"SVIP.2",4.65640645834112e-65,0.427671050240618,0.762,0.358,9.31281291668223e-62,"11","SVIP"
"SLC2A5.1",4.87417582523393e-65,-0.251387521161195,0.473,0.734,9.74835165046785e-62,"11","SLC2A5"
"HLA-DRB5.1",2.51453518250669e-64,-0.371553131838514,0.505,0.782,5.02907036501339e-61,"11","HLA-DRB5"
"JCAD",4.98885377993822e-64,0.912422305828314,0.675,0.286,9.97770755987643e-61,"11","JCAD"
"TMEM176A",9.42523874383374e-63,-0.344684859120817,0.454,0.737,1.88504774876675e-59,"11","TMEM176A"
"ERG",1.19608851010023e-62,0.600991667083077,0.672,0.337,2.39217702020045e-59,"11","ERG"
"NEURL1B.1",2.64052984597564e-62,0.266138114067694,0.726,0.411,5.28105969195129e-59,"11","NEURL1B"
"FAM43A",3.08523813971909e-60,0.845643807168187,0.694,0.364,6.17047627943817e-57,"11","FAM43A"
"HES6",2.39849384530932e-59,-0.577595319404813,0.286,0.669,4.79698769061865e-56,"11","HES6"
"CAV2",7.63495187311863e-59,0.886738994405294,0.687,0.288,1.52699037462373e-55,"11","CAV2"
"P2RY14",1.13595131779153e-57,0.252315946798413,0.653,0.298,2.27190263558307e-54,"11","P2RY14"
"ITGA10",2.87976798018302e-57,0.975507223767893,0.694,0.436,5.75953596036605e-54,"11","ITGA10"
"NR4A1",4.42449295330504e-57,0.555384828015365,0.777,0.507,8.84898590661008e-54,"11","NR4A1"
"PLPPR1.1",2.03312883350035e-55,-0.283951050982591,0.058,0.542,4.0662576670007e-52,"11","PLPPR1"
"PRELP",3.09519175772993e-54,0.76451138398117,0.646,0.249,6.19038351545985e-51,"11","PRELP"
"GPR85",5.67906515114679e-54,0.581534856306998,0.636,0.349,1.13581303022936e-50,"11","GPR85"
"QDPR.1",2.28683088013569e-53,-0.635074484201957,0.447,0.743,4.57366176027139e-50,"11","QDPR"
"MAG.2",1.59953519243073e-52,-0.274296705598938,0.265,0.598,3.19907038486146e-49,"11","MAG"
"TSC22D4.1",2.67372447950194e-52,-0.890228880705973,0.468,0.773,5.34744895900389e-49,"11","TSC22D4"
"GNG7",2.69571427569449e-50,-0.388985592300263,0.316,0.647,5.39142855138899e-47,"11","GNG7"
"SLAIN1.1",2.94338774369247e-50,-0.435548291051619,0.238,0.643,5.88677548738495e-47,"11","SLAIN1"
"DCX.1",1.40448065895153e-48,-0.396376684873329,0.158,0.57,2.80896131790306e-45,"11","DCX"
"CLEC14A",8.41543994084116e-48,1.3536549822909,0.633,0.31,1.68308798816823e-44,"11","CLEC14A"
"C3.1",1.49003975593046e-47,-0.71185042057312,0.585,0.849,2.98007951186093e-44,"11","C3"
"CD74.1",1.73293497254342e-47,-1.41626100856124,0.447,0.799,3.46586994508683e-44,"11","CD74"
"EFEMP1",3.93750904553475e-47,-0.395677241969626,0.432,0.768,7.87501809106949e-44,"11","EFEMP1"
"CP.3",1.14060581172346e-46,-0.334198737423103,0.374,0.718,2.28121162344692e-43,"11","CP"
"TAGLN3",4.74141194730814e-46,-0.271385311143993,0.053,0.546,9.48282389461628e-43,"11","TAGLN3"
"MYCT1",2.78705426173277e-45,0.937806170617835,0.646,0.367,5.57410852346553e-42,"11","MYCT1"
"SLPI.1",9.30916274132157e-45,-0.427232752397591,0.498,0.762,1.86183254826431e-41,"11","SLPI"
"MSMO1",6.22633340376732e-44,-0.540086931678447,0.512,0.779,1.24526668075346e-40,"11","MSMO1"
"FBXO32.2",3.81582962700183e-43,-0.440622279560123,0.58,0.841,7.63165925400367e-40,"11","FBXO32"
"KIF1A",4.23022998012021e-43,-0.430223788025854,0.352,0.631,8.46045996024043e-40,"11","KIF1A"
"ELAVL3.1",1.32043878119537e-39,-0.463803316872842,0.189,0.557,2.64087756239074e-36,"11","ELAVL3"
"CYYR1",1.72902399225836e-37,0.888460000768924,0.602,0.223,3.45804798451672e-34,"11","CYYR1"
"SLC16A3",3.11616404915894e-36,-0.303287443557241,0.466,0.804,6.23232809831789e-33,"11","SLC16A3"
"CNP.3",1.55500583693738e-35,-0.622159105764401,0.383,0.692,3.11001167387476e-32,"11","CNP"
"CACNA1A",4.30585070719484e-35,-0.276432125766487,0.299,0.589,8.61170141438969e-32,"11","CACNA1A"
"PLVAP",4.65410691521844e-34,0.537905040099533,0.607,0.355,9.30821383043688e-31,"11","PLVAP"
"ERRFI1",1.76362411498533e-33,-0.308300052947088,0.478,0.75,3.52724822997066e-30,"11","ERRFI1"
"NT5DC2",3.91320195713491e-33,0.251099237733486,0.755,0.504,7.82640391426982e-30,"11","NT5DC2"
"DACH1",2.31501453772534e-32,0.261495762701646,0.575,0.266,4.63002907545069e-29,"11","DACH1"
"DDIT3",3.03183632835057e-31,-0.454571980557407,0.451,0.714,6.06367265670113e-28,"11","DDIT3"
"NNAT.1",1.0260060632549e-28,-0.292477383743186,0.265,0.568,2.0520121265098e-25,"11","NNAT"
"LOX.2",1.36620769573864e-28,-0.556370825151332,0.575,0.848,2.73241539147728e-25,"11","LOX"
"TYMP.1",1.05784637725038e-27,-0.354722110760592,0.527,0.809,2.11569275450076e-24,"11","TYMP"
"METRN.1",2.15777066246465e-27,-0.364395365167436,0.318,0.61,4.31554132492931e-24,"11","METRN"
"RND2",4.49509867434467e-27,-0.296091343708672,0.252,0.573,8.99019734868934e-24,"11","RND2"
"WARS.2",8.83377602130829e-27,-0.35367202660183,0.558,0.813,1.76675520426166e-23,"11","WARS"
"BCL6B",5.92778499731274e-26,0.443452178513743,0.578,0.324,1.18555699946255e-22,"11","BCL6B"
"NKAIN4.1",1.6253459175452e-22,-0.35862289467287,0.24,0.539,3.2506918350904e-19,"11","NKAIN4"
"ASCL1.2",5.39531231514102e-21,-0.283542323125113,0.189,0.478,1.0790624630282e-17,"11","ASCL1"
"DPEP1",7.68947269903235e-18,0.399760725246494,0.517,0.112,1.53789453980647e-14,"11","DPEP1"
"IL1RL1",1.07886236803264e-16,0.606540674133158,0.527,0.256,2.15772473606529e-13,"11","IL1RL1"
"CLEC4E",1.52664749756147e-12,0.310203313322952,0.376,0.629,3.05329499512294e-09,"11","CLEC4E"
"TINAGL1",6.96255492024302e-09,0.487824109491092,0.507,0.224,1.3925109840486e-05,"11","TINAGL1"
