"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HRH1",0,-0.49314647765883,0.606,0.887,0,"4","HRH1"
"NRXN1",0,-0.49805490237751,0.322,0.724,0,"4","NRXN1"
"NREP",0,-0.50402745422227,0.435,0.716,0,"4","NREP"
"C1S",0,-0.510804512143326,0.548,0.859,0,"4","C1S"
"KCNE4",0,-0.517993175868513,0.591,0.842,0,"4","KCNE4"
"SNX10",0,-0.51973850058085,0.652,0.906,0,"4","SNX10"
"TENT5A",0,-0.520834413438531,0.445,0.855,0,"4","TENT5A"
"TNFAIP6",0,-0.52672905211237,0.484,0.84,0,"4","TNFAIP6"
"NSG1",0,-0.531085878973797,0.539,0.796,0,"4","NSG1"
"SPOCD1",0,-0.532964370159076,0.543,0.857,0,"4","SPOCD1"
"PLPP3",0,-0.538383367886426,0.347,0.697,0,"4","PLPP3"
"PDGFRA",0,-0.540593280059641,0.377,0.781,0,"4","PDGFRA"
"MT1M",0,-0.547935750909746,0.408,0.731,0,"4","MT1M"
"AGT",0,-0.548308265613559,0.331,0.696,0,"4","AGT"
"PHLDA1",0,-0.560575778406163,0.31,0.695,0,"4","PHLDA1"
"SPOCK1",0,-0.561514302491344,0.466,0.815,0,"4","SPOCK1"
"MGST1",0,-0.566198073756277,0.515,0.777,0,"4","MGST1"
"SERPINE2",0,-0.568288254013154,0.427,0.679,0,"4","SERPINE2"
"LTF",0,-0.577112533223256,0.59,0.85,0,"4","LTF"
"COL4A2",0,-0.586464592957629,0.482,0.852,0,"4","COL4A2"
"RARRES2",0,-0.586533151214809,0.364,0.761,0,"4","RARRES2"
"PPFIBP1",0,-0.591163923280717,0.503,0.841,0,"4","PPFIBP1"
"SLC38A1",0,-0.591502107782947,0.497,0.791,0,"4","SLC38A1"
"PCOLCE",0,-0.591544549866212,0.615,0.869,0,"4","PCOLCE"
"GJA1",0,-0.592405916404134,0.509,0.879,0,"4","GJA1"
"TFPI",0,-0.602245300044892,0.303,0.847,0,"4","TFPI"
"EPAS1",0,-0.602674781640667,0.481,0.803,0,"4","EPAS1"
"CDK6",0,-0.604541359633593,0.499,0.831,0,"4","CDK6"
"CNP",0,-0.61446151969905,0.376,0.668,0,"4","CNP"
"IGFBP7",0,-0.614616117516166,0.336,0.795,0,"4","IGFBP7"
"CHI3L2",0,-0.624533229712039,0.583,0.861,0,"4","CHI3L2"
"ATP1B2",0,-0.626867067118577,0.438,0.758,0,"4","ATP1B2"
"SCD",0,-0.629099254288466,0.625,0.878,0,"4","SCD"
"FLNA",0,-0.630141108267525,0.529,0.867,0,"4","FLNA"
"MEG8",0,-0.635614633516184,0.497,0.886,0,"4","MEG8"
"LOX",0,-0.635938290219775,0.576,0.848,0,"4","LOX"
"RBP1",0,-0.641458465981649,0.391,0.68,0,"4","RBP1"
"CCN1",0,-0.642372196242792,0.355,0.676,0,"4","CCN1"
"TMEM100",0,-0.652078081992916,0.461,0.813,0,"4","TMEM100"
"HAS2",0,-0.654607248925965,0.528,0.876,0,"4","HAS2"
"TM4SF1",0,-0.663003719820345,0.371,0.776,0,"4","TM4SF1"
"ADAMTS9",0,-0.663789163472372,0.497,0.891,0,"4","ADAMTS9"
"SOX9",0,-0.664160745576651,0.538,0.818,0,"4","SOX9"
"TNFRSF12A",0,-0.664520280730274,0.441,0.852,0,"4","TNFRSF12A"
"WWTR1",0,-0.667696182776143,0.608,0.891,0,"4","WWTR1"
"UCHL1",0,-0.676645484600657,0.408,0.689,0,"4","UCHL1"
"ACTN1",0,-0.683050385858125,0.572,0.891,0,"4","ACTN1"
"TMEM158",0,-0.689758169919444,0.487,0.831,0,"4","TMEM158"
"AHCYL1",0,-0.698842611185513,0.559,0.872,0,"4","AHCYL1"
"COL5A2",0,-0.699335173834352,0.581,0.901,0,"4","COL5A2"
"C21orf62",0,-0.70369491863185,0.599,0.88,0,"4","C21orf62"
"CXCL10",0,-0.704528705215223,0.572,0.855,0,"4","CXCL10"
"COL1A2",0,-0.708665460575063,0.526,0.893,0,"4","COL1A2"
"NRN1",0,-0.710994309912681,0.472,0.773,0,"4","NRN1"
"TSC22D4",0,-0.71687666935465,0.399,0.749,0,"4","TSC22D4"
"GBP1",0,-0.719904725607465,0.579,0.882,0,"4","GBP1"
"CPE",0,-0.72050762445207,0.468,0.742,0,"4","CPE"
"PFN2",0,-0.725236154763565,0.513,0.764,0,"4","PFN2"
"TAGLN",0,-0.727839271520886,0.585,0.836,0,"4","TAGLN"
"TIMP4",0,-0.729435841439142,0.552,0.858,0,"4","TIMP4"
"CCND2",0,-0.731870810816269,0.477,0.795,0,"4","CCND2"
"DCN",0,-0.73921673563582,0.579,0.884,0,"4","DCN"
"ETV1",0,-0.752948798831129,0.512,0.762,0,"4","ETV1"
"ID4",0,-0.75623380939576,0.534,0.805,0,"4","ID4"
"NDUFA4L2",0,-0.770177710997157,0.601,0.853,0,"4","NDUFA4L2"
"CRIP2",0,-0.771734919422187,0.518,0.843,0,"4","CRIP2"
"TSHZ2",0,-0.788043117465954,0.598,0.905,0,"4","TSHZ2"
"TTLL7",0,-0.789221210237767,0.532,0.834,0,"4","TTLL7"
"BAALC",0,-0.797818536289685,0.329,0.755,0,"4","BAALC"
"PDLIM4",0,-0.800480591330426,0.602,0.906,0,"4","PDLIM4"
"PSRC1",0,-0.807596885929089,0.522,0.886,0,"4","PSRC1"
"SCD5",0,-0.812803814766118,0.453,0.783,0,"4","SCD5"
"STMN1",0,-0.826316149986522,0.535,0.819,0,"4","STMN1"
"WLS",0,-0.831667616644918,0.598,0.902,0,"4","WLS"
"GADD45A",0,-0.83563323556539,0.478,0.801,0,"4","GADD45A"
"MLLT11",0,-0.838649831372924,0.425,0.801,0,"4","MLLT11"
"PLA2G2A",0,-0.841000182203229,0.599,0.861,0,"4","PLA2G2A"
"TUBB2A",0,-0.846686419090055,0.579,0.837,0,"4","TUBB2A"
"THY1",0,-0.853583381875712,0.488,0.82,0,"4","THY1"
"HEY1",0,-0.85444883168272,0.5,0.809,0,"4","HEY1"
"NFIA",0,-0.860347178412385,0.542,0.831,0,"4","NFIA"
"TIMP3",0,-0.878900786830015,0.565,0.877,0,"4","TIMP3"
"DTNA",0,-0.882091532873282,0.501,0.875,0,"4","DTNA"
"PANTR1",0,-0.885677309500202,0.444,0.747,0,"4","PANTR1"
"TSC22D1",0,-0.892025505333252,0.447,0.775,0,"4","TSC22D1"
"PGM2L1",0,-0.92347359216465,0.527,0.884,0,"4","PGM2L1"
"AEBP1",0,-0.929287433461967,0.582,0.904,0,"4","AEBP1"
"CAMK2N1",0,-0.955395329809381,0.522,0.838,0,"4","CAMK2N1"
"TUBB3",0,-0.964879573618963,0.435,0.792,0,"4","TUBB3"
"SRPX",0,-0.974159089710028,0.607,0.883,0,"4","SRPX"
"RNF19A",0,-0.984236678747624,0.651,0.942,0,"4","RNF19A"
"NPTX2",0,-0.99323692443147,0.575,0.895,0,"4","NPTX2"
"F3",0,-0.996073544735574,0.505,0.896,0,"4","F3"
"EMP1",0,-1.00338055135766,0.525,0.925,0,"4","EMP1"
"EGFR",0,-1.0047068859248,0.578,0.855,0,"4","EGFR"
"LGALS3",0,-1.01954812273566,0.623,0.938,0,"4","LGALS3"
"C1R",0,-1.01970396915666,0.581,0.911,0,"4","C1R"
"PMP22",0,-1.02438106689007,0.703,0.953,0,"4","PMP22"
"FN1",0,-1.04440710542004,0.652,0.927,0,"4","FN1"
"MDK",0,-1.04499043500496,0.469,0.84,0,"4","MDK"
"SOX2-OT",0,-1.06317892987137,0.443,0.752,0,"4","SOX2-OT"
"MGP",0,-1.07628106572149,0.609,0.897,0,"4","MGP"
"PON2",0,-1.08976769822974,0.642,0.938,0,"4","PON2"
"IGFBP2",0,-1.10752553486163,0.435,0.834,0,"4","IGFBP2"
"FEZ1",0,-1.11517591525769,0.491,0.84,0,"4","FEZ1"
"HEPN1",0,-1.12084765823619,0.655,0.917,0,"4","HEPN1"
"CCDC80",0,-1.17158767324429,0.599,0.934,0,"4","CCDC80"
"RCAN1",0,-1.17419484988205,0.615,0.907,0,"4","RCAN1"
"BCAN",0,-1.19987932408999,0.402,0.824,0,"4","BCAN"
"SOX4",0,-1.23059713670578,0.383,0.811,0,"4","SOX4"
"FXYD6",0,-1.24202392017849,0.465,0.876,0,"4","FXYD6"
"CD9",0,-1.25814584171253,0.538,0.931,0,"4","CD9"
"ITM2C",0,-1.27149590713664,0.438,0.865,0,"4","ITM2C"
"GPM6A",0,-1.27468377741217,0.489,0.842,0,"4","GPM6A"
"NMB",0,-1.2749356957654,0.601,0.914,0,"4","NMB"
"SOX2",0,-1.27973773023781,0.432,0.852,0,"4","SOX2"
"ID1",0,-1.28965289901495,0.531,0.857,0,"4","ID1"
"CAV1",0,-1.33443060755857,0.626,0.9,0,"4","CAV1"
"NNMT",0,-1.36050438066589,0.601,0.917,0,"4","NNMT"
"SPARC",0,-1.36981562697205,0.629,0.921,0,"4","SPARC"
"TNC",0,-1.37554010443322,0.601,0.92,0,"4","TNC"
"S100A16",0,-1.47889497194299,0.6,0.929,0,"4","S100A16"
"PCDH9",0,-1.49797259039232,0.452,0.905,0,"4","PCDH9"
"COL6A1",0,-1.50792096498488,0.626,0.933,0,"4","COL6A1"
"AQP4",0,-1.53698608526321,0.603,0.92,0,"4","AQP4"
"RAMP1",0,-1.56134359339612,0.462,0.917,0,"4","RAMP1"
"TCIM",0,-1.58572799715599,0.606,0.911,0,"4","TCIM"
"CSRP2",0,-1.63113413832569,0.604,0.934,0,"4","CSRP2"
"OCIAD2",0,-1.65627880014723,0.679,0.958,0,"4","OCIAD2"
"C1orf61",0,-1.69545761866024,0.528,0.879,0,"4","C1orf61"
"CKB",0,-1.72276037275978,0.468,0.903,0,"4","CKB"
"HOPX",0,-1.7870327391794,0.591,0.935,0,"4","HOPX"
"SCG2",0,-1.87296462371125,0.625,0.952,0,"4","SCG2"
"BEX3",0,-1.92493412244946,0.55,0.952,0,"4","BEX3"
"TUBB2B",0,-2.0271955564158,0.51,0.919,0,"4","TUBB2B"
"PMP2",0,-2.05357416451771,0.681,0.945,0,"4","PMP2"
"SCRG1",0,-2.11695129088134,0.619,0.943,0,"4","SCRG1"
"CNN3",0,-2.32488900771218,0.637,0.977,0,"4","CNN3"
"MEG3",0,-2.3431591229436,0.574,0.967,0,"4","MEG3"
"GPM6B",0,-2.56293630480599,0.705,0.983,0,"4","GPM6B"
"ID3",0,-2.5854985310349,0.659,0.949,0,"4","ID3"
"FABP7",0,-3.08838556177431,0.691,0.982,0,"4","FABP7"
"PTN",0,-3.28161083874088,0.69,0.987,0,"4","PTN"
"PTPRZ1",0,-3.70397726332778,0.64,0.992,0,"4","PTPRZ1"
"NUPR1",7.53042083188451e-292,0.39684179826092,0.636,0.905,1.5060841663769e-288,"4","NUPR1"
"MARCKSL1",3.96406778603718e-290,-0.467379535584002,0.226,0.609,7.92813557207435e-287,"4","MARCKSL1"
"SLC44A1",5.19014544692479e-281,-0.407079257950442,0.405,0.662,1.03802908938496e-277,"4","SLC44A1"
"ANK3",2.70031402072264e-277,-0.272347058909385,0.279,0.605,5.40062804144528e-274,"4","ANK3"
"NKAIN4",5.13549855390145e-275,-0.267796554654282,0.361,0.619,1.02709971078029e-271,"4","NKAIN4"
"PPP1R14A",2.74490370881288e-274,-0.584448312116863,0.327,0.601,5.48980741762576e-271,"4","PPP1R14A"
"METRN",4.55543155185422e-269,-0.354120697427778,0.272,0.597,9.11086310370844e-266,"4","METRN"
"DCX",5.18808138365187e-266,-0.263515572785714,0.222,0.569,1.03761627673037e-262,"4","DCX"
"PSAT1",1.25484684100375e-229,-0.407066910154048,0.293,0.567,2.50969368200751e-226,"4","PSAT1"
"ATP1B1",7.7407747128517e-214,-0.28146097017626,0.319,0.608,1.54815494257034e-210,"4","ATP1B1"
"TTYH1",1.83788016329195e-207,-0.462433102555784,0.319,0.585,3.6757603265839e-204,"4","TTYH1"
"NDRG2",3.64522277742185e-207,-0.253234714355629,0.357,0.612,7.29044555484371e-204,"4","NDRG2"
"PLLP",1.52149985410414e-186,-0.2685389460207,0.303,0.575,3.04299970820828e-183,"4","PLLP"
"STK17A",3.87503487939901e-162,-0.268637736513101,0.235,0.543,7.75006975879802e-159,"4","STK17A"
"PTPRD",2.21239505043503e-115,-0.255501740142445,0.287,0.551,4.42479010087007e-112,"4","PTPRD"
"AMER2",3.90584531257594e-64,-0.2838823797461,0.238,0.51,7.81169062515187e-61,"4","AMER2"
"ELAVL3",2.16623755817812e-51,-0.328301877812521,0.234,0.504,4.33247511635624e-48,"4","ELAVL3"
"ARHGAP24",4.76368436001898e-49,0.272057773188254,0.45,0.718,9.52736872003796e-46,"4","ARHGAP24"
"CXCL8",2.48489205690107e-27,1.0544690559232,0.565,0.852,4.96978411380215e-24,"4","CXCL8"
"CCL20",0.000635228069907397,0.32086563828337,0.476,0.734,1,"4","CCL20"
"C15orf48",0.00936706801263621,0.317489782170652,0.513,0.763,1,"4","C15orf48"
"PCLAF",0,1.67668738254089,0.914,0.656,0,"5","PCLAF"
"HMGB2",0,1.50300412631369,0.957,0.582,0,"5","HMGB2"
"PCNA",0,1.22604835860532,0.888,0.598,0,"5","PCNA"
"DUT",0,1.09694579220736,0.959,0.589,0,"5","DUT"
"SMC2",0,1.01125831373514,0.89,0.623,0,"5","SMC2"
"HIST1H1C",0,1.01113228671608,0.875,0.59,0,"5","HIST1H1C"
"MCM7",0,0.936171114610811,0.828,0.54,0,"5","MCM7"
"UBE2T",0,0.933591368248842,0.793,0.51,0,"5","UBE2T"
"UBE2C",0,0.92158036480365,0.883,0.585,0,"5","UBE2C"
"DHFR",0,0.914748240921665,0.837,0.567,0,"5","DHFR"
"EZH2",0,0.902505500375148,0.941,0.615,0,"5","EZH2"
"HELLS",0,0.895435446825706,0.824,0.573,0,"5","HELLS"
"RRM2",0,0.844074762000959,0.824,0.523,0,"5","RRM2"
"MAD2L1",0,0.826570695119122,0.768,0.508,0,"5","MAD2L1"
"TMPO",0,0.773158441017957,0.903,0.616,0,"5","TMPO"
"H2AFV",0,0.664905990356452,0.886,0.595,0,"5","H2AFV"
"DNAJC9",0,0.662171851119954,0.886,0.616,0,"5","DNAJC9"
"DBF4",0,0.603494250693318,0.893,0.631,0,"5","DBF4"
"FBXO5",0,0.600820444763412,0.836,0.545,0,"5","FBXO5"
"CKS2",0,0.590745966699613,0.778,0.505,0,"5","CKS2"
"CENPH",0,0.587747690687255,0.825,0.498,0,"5","CENPH"
"TYMS",0,0.560374298576305,0.746,0.333,0,"5","TYMS"
"AURKB",0,0.523137868710363,0.697,0.405,0,"5","AURKB"
"WDR34",0,0.4997444539826,0.862,0.53,0,"5","WDR34"
"UHRF1",0,0.49354012236936,0.834,0.58,0,"5","UHRF1"
"KNL1",0,0.45769437372975,0.813,0.551,0,"5","KNL1"
"CHAF1A",0,0.441752936920864,0.756,0.499,0,"5","CHAF1A"
"FAM111A",0,0.403321049395697,0.826,0.522,0,"5","FAM111A"
"ASPM",0,0.39826798109007,0.801,0.536,0,"5","ASPM"
"ASF1B",0,0.349405111813313,0.665,0.382,0,"5","ASF1B"
"DIAPH3",0,0.272660170897509,0.723,0.395,0,"5","DIAPH3"
"H2AFX",1.92343208982265e-252,0.287288707277301,0.657,0.345,3.84686417964531e-249,"5","H2AFX"
"PLP1",0,4.93692998194891,0.97,0.529,0,"6","PLP1"
"MBP",0,3.27208218818441,0.976,0.682,0,"6","MBP"
"ERMN",0,2.96545088049764,0.961,0.622,0,"6","ERMN"
"PPP1R14A.1",0,2.92316354043549,0.98,0.554,0,"6","PPP1R14A"
"DBNDD2",0,2.85797070662271,0.95,0.637,0,"6","DBNDD2"
"TF",0,2.81427834470336,0.949,0.426,0,"6","TF"
"PTGDS",0,2.6965056373496,0.942,0.449,0,"6","PTGDS"
"CNP.1",0,2.42568146572368,0.965,0.623,0,"6","CNP"
"APOD",0,2.27488901794051,0.967,0.619,0,"6","APOD"
"MOBP",0,2.1299881766875,0.945,0.542,0,"6","MOBP"
"SOX2-OT.1",0,2.11930589497061,0.971,0.708,0,"6","SOX2-OT"
"CLDN11",0,1.91908438480637,0.911,0.439,0,"6","CLDN11"
"APLP1",0,1.89278583396142,0.889,0.408,0,"6","APLP1"
"TMEM144",0,1.87686906970048,0.936,0.67,0,"6","TMEM144"
"EDIL3",0,1.86249840201332,0.926,0.377,0,"6","EDIL3"
"AMER2.1",0,1.85459149532161,0.903,0.462,0,"6","AMER2"
"LINC00844",0,1.82334625957388,0.898,0.42,0,"6","LINC00844"
"EVI2A",0,1.77963438299778,0.907,0.63,0,"6","EVI2A"
"MAG",0,1.72859473288213,0.918,0.405,0,"6","MAG"
"ENPP2",0,1.72115741881022,0.929,0.471,0,"6","ENPP2"
"RAPGEF5",0,1.71215463350785,0.926,0.516,0,"6","RAPGEF5"
"SELENOP",0,1.66522089168341,0.966,0.702,0,"6","SELENOP"
"RNASE1",0,1.66393292707667,0.939,0.576,0,"6","RNASE1"
"UGT8",0,1.5870107183539,0.881,0.53,0,"6","UGT8"
"QDPR",0,1.53787830236044,0.945,0.663,0,"6","QDPR"
"SLC44A1.1",0,1.53045674520203,0.927,0.621,0,"6","SLC44A1"
"PIP4K2A",0,1.52683887459542,0.866,0.518,0,"6","PIP4K2A"
"ANLN",0,1.52592576659364,0.902,0.556,0,"6","ANLN"
"ATP1B1.1",0,1.49850162557501,0.894,0.563,0,"6","ATP1B1"
"MAL",0,1.45139521370081,0.878,0.39,0,"6","MAL"
"ABCA2",0,1.44883036434733,0.887,0.479,0,"6","ABCA2"
"PEX5L",0,1.43114871693787,0.94,0.569,0,"6","PEX5L"
"FAM107B",0,1.42758187866312,0.823,0.456,0,"6","FAM107B"
"CNDP1",0,1.39989782186281,0.89,0.397,0,"6","CNDP1"
"S100A1",0,1.38168346658379,0.795,0.426,0,"6","S100A1"
"PLLP.1",0,1.35139458125131,0.869,0.531,0,"6","PLLP"
"BCAS1",0,1.33380214388266,0.865,0.557,0,"6","BCAS1"
"SLAIN1.1",0,1.30438932743187,0.875,0.575,0,"6","SLAIN1"
"HSPA2",0,1.29146564903947,0.894,0.596,0,"6","HSPA2"
"SEPTIN4",0,1.24840907386648,0.863,0.496,0,"6","SEPTIN4"
"ANK3.1",0,1.22860647186771,0.854,0.559,0,"6","ANK3"
"PTPRD.1",0,1.22857052296279,0.927,0.505,0,"6","PTPRD"
"AATK",0,1.21808960909779,0.887,0.605,0,"6","AATK"
"SYNJ2",0,1.19695668350494,0.961,0.64,0,"6","SYNJ2"
"ANKS1B",0,1.18772234346245,0.801,0.491,0,"6","ANKS1B"
"SLC24A2",0,1.18469343230262,0.857,0.305,0,"6","SLC24A2"
"KLK6",0,1.1836942770504,0.874,0.422,0,"6","KLK6"
"PLEKHB1",0,1.10361286993651,0.798,0.455,0,"6","PLEKHB1"
"SLCO1A2",0,1.08884129530969,0.962,0.556,0,"6","SLCO1A2"
"SIRT2",0,1.07719304821286,0.889,0.638,0,"6","SIRT2"
"CMTM5",0,1.02973356003522,0.779,0.432,0,"6","CMTM5"
"SEMA4D",0,1.02888957273219,0.889,0.471,0,"6","SEMA4D"
"TRIM59",0,1.01374852205584,0.932,0.492,0,"6","TRIM59"
"SPOCK3",0,1.01075176578819,0.847,0.427,0,"6","SPOCK3"
"LARP6",0,1.00391627677166,0.861,0.516,0,"6","LARP6"
"MARCKSL1.1",0,1.00213606761185,0.849,0.557,0,"6","MARCKSL1"
"CDK18",0,0.966648182604234,0.808,0.504,0,"6","CDK18"
"HHIP",0,0.956765322837649,0.879,0.488,0,"6","HHIP"
"TUBB4A",0,0.952635350651257,0.761,0.498,0,"6","TUBB4A"
"LIPA",0,0.922280514404592,0.91,0.602,0,"6","LIPA"
"BIN1",0,0.908097170477963,0.796,0.472,0,"6","BIN1"
"ST18",0,0.907189834448631,0.726,0.421,0,"6","ST18"
"TMEM125",0,0.902893394546536,0.851,0.424,0,"6","TMEM125"
"NECAB1",0,0.900092735541946,0.83,0.565,0,"6","NECAB1"
"GJB1",0,0.896316067744516,0.846,0.479,0,"6","GJB1"
"PLEKHH1",0,0.869529593273444,0.851,0.594,0,"6","PLEKHH1"
"SLC31A2",0,0.854535606449794,0.823,0.526,0,"6","SLC31A2"
"TPPP",0,0.854477636332322,0.834,0.395,0,"6","TPPP"
"HEPACAM",0,0.837468890291439,0.893,0.619,0,"6","HEPACAM"
"SRCIN1",0,0.829476991237591,0.742,0.404,0,"6","SRCIN1"
"DNAJC6",0,0.81914522278312,0.851,0.535,0,"6","DNAJC6"
"FGFR2",0,0.817556223173812,0.773,0.38,0,"6","FGFR2"
"TMEFF2",0,0.803781128036389,0.808,0.469,0,"6","TMEFF2"
"OPALIN",0,0.790421991465022,0.915,0.474,0,"6","OPALIN"
"CARNS1",0,0.756133890938088,0.758,0.377,0,"6","CARNS1"
"HAPLN2",0,0.750247491076392,0.801,0.345,0,"6","HAPLN2"
"OMG",0,0.747715482710039,0.775,0.427,0,"6","OMG"
"PAQR8",0,0.745861267647862,0.755,0.446,0,"6","PAQR8"
"SH3BP5",0,0.732014757835395,0.878,0.55,0,"6","SH3BP5"
"LGI3",0,0.698177563900902,0.815,0.369,0,"6","LGI3"
"SLC6A1",0,0.689847549331128,0.879,0.473,0,"6","SLC6A1"
"CNTNAP4",0,0.678062153892198,0.799,0.338,0,"6","CNTNAP4"
"PCSK6",0,0.655590120850769,0.845,0.377,0,"6","PCSK6"
"PADI2",0,0.654025388075017,0.819,0.463,0,"6","PADI2"
"GPD1",0,0.642597932587217,0.772,0.392,0,"6","GPD1"
"GRM3",0,0.633521627288381,0.903,0.384,0,"6","GRM3"
"PLPP2",0,0.628830941281822,0.746,0.372,0,"6","PLPP2"
"NKAIN2",0,0.551329618386655,0.865,0.383,0,"6","NKAIN2"
"PRR18",0,0.507677275328247,0.838,0.456,0,"6","PRR18"
"LRP2",0,0.479214474699768,0.843,0.365,0,"6","LRP2"
"GPIHBP1",0,0.476823390268142,0.859,0.393,0,"6","GPIHBP1"
"CCNE2",0,0.377504580526054,0.845,0.575,0,"6","CCNE2"
"ANKRD18A",0,0.358510028854359,0.854,0.466,0,"6","ANKRD18A"
"SLC5A11",0,0.310868761302964,0.745,0.392,0,"6","SLC5A11"
"PRSS23.1",0,-0.358831246464716,0.308,0.801,0,"6","PRSS23"
"IER3",0,-0.39158544478151,0.312,0.662,0,"6","IER3"
"ELAVL3.1",1.39716165496221e-305,0.9862078003242,0.778,0.462,2.79432330992442e-302,"6","ELAVL3"
"CDKN1C",1.29169387628171e-300,0.86220286748135,0.739,0.449,2.58338775256341e-297,"6","CDKN1C"
"PEG3",4.34442633451249e-284,0.458620334504798,0.81,0.556,8.68885266902499e-281,"6","PEG3"
"PROX1",1.09104932983693e-283,0.760796212620291,0.798,0.544,2.18209865967386e-280,"6","PROX1"
"ZNF331",2.14240111653181e-282,-0.305963453801737,0.456,0.714,4.28480223306363e-279,"6","ZNF331"
"EFHD1",1.74442121752572e-280,0.726269203787789,0.728,0.386,3.48884243505143e-277,"6","EFHD1"
"ERBB3",3.24940093380977e-275,0.838581173319664,0.737,0.45,6.49880186761955e-272,"6","ERBB3"
"RAB40B",1.53080234040016e-273,0.775317498216505,0.717,0.383,3.06160468080031e-270,"6","RAB40B"
"MOG",1.95809017305104e-273,0.871428727507724,0.712,0.408,3.91618034610207e-270,"6","MOG"
"HHATL",2.10906110686595e-271,0.721252760677499,0.711,0.39,4.21812221373191e-268,"6","HHATL"
"PLCL1",4.42066740837579e-270,0.632795184576456,0.705,0.383,8.84133481675157e-267,"6","PLCL1"
"NDRG2.1",1.42168511977198e-264,0.795321100480244,0.828,0.574,2.84337023954397e-261,"6","NDRG2"
"NKX6-2",8.60438856204964e-264,0.64915396295154,0.703,0.328,1.72087771240993e-260,"6","NKX6-2"
"GLDN",2.17317625022436e-263,0.391139272820102,0.749,0.463,4.34635250044873e-260,"6","GLDN"
"PSAT1.1",8.54703524266417e-246,0.698051681074576,0.808,0.526,1.70940704853283e-242,"6","PSAT1"
"KCNJ10",2.59732625649821e-233,0.698307211021234,0.703,0.427,5.19465251299641e-230,"6","KCNJ10"
"FA2H",1.17612573725692e-232,0.64401084413277,0.69,0.354,2.35225147451384e-229,"6","FA2H"
"CAPN3",3.18744905747976e-214,0.677942965421275,0.683,0.357,6.37489811495952e-211,"6","CAPN3"
"TPPP3",1.11241887440652e-195,0.873563443213707,0.739,0.489,2.22483774881304e-192,"6","TPPP3"
"HIST2H2BE",1.22935475267895e-181,0.369236565501458,0.699,0.442,2.45870950535789e-178,"6","HIST2H2BE"
"STXBP6",1.07361634893678e-151,0.350887006373193,0.651,0.339,2.14723269787356e-148,"6","STXBP6"
"SVIP",1.89996299927242e-144,0.772776886393095,0.63,0.334,3.79992599854484e-141,"6","SVIP"
"HCN2",4.09259307566245e-144,0.393077056557973,0.654,0.4,8.1851861513249e-141,"6","HCN2"
"AK5",7.24533071390297e-128,0.427272152628409,0.64,0.349,1.44906614278059e-124,"6","AK5"
"FOLH1",1.20166197207662e-127,0.42693646007334,0.639,0.287,2.40332394415325e-124,"6","FOLH1"
"AL359091.1",8.95387551472471e-106,0.491454237504988,0.619,0.348,1.79077510294494e-102,"6","AL359091.1"
"TMEM151A",2.67648571683145e-93,0.478599310074464,0.609,0.301,5.3529714336629e-90,"6","TMEM151A"
"BOK",3.65571481832556e-78,0.501506683401794,0.59,0.295,7.31142963665112e-75,"6","BOK"
"LSM4",1.47834774220359e-301,-0.548400700316954,0.571,0.85,2.95669548440718e-298,"7","LSM4"
"PRDX6",2.22396257280996e-295,-0.695745838997283,0.505,0.823,4.44792514561992e-292,"7","PRDX6"
"YBX1",6.82020271590501e-222,-0.637028249908705,0.601,0.895,1.364040543181e-218,"7","YBX1"
"HMGN2",4.98817504656662e-213,-0.958942718248118,0.607,0.878,9.97635009313323e-210,"7","HMGN2"
"GAS5",1.39398632966354e-171,-0.48328546996789,0.514,0.811,2.78797265932708e-168,"7","GAS5"
"HERPUD1",1.86992978349959e-142,-0.25419343077412,0.417,0.673,3.73985956699918e-139,"7","HERPUD1"
"TOP2A",0,2.81370115229905,0.963,0.622,0,"8","TOP2A"
"CENPF",0,2.6602001815478,0.993,0.576,0,"8","CENPF"
"PTTG1",0,2.63939858623556,0.988,0.674,0,"8","PTTG1"
"UBE2C.1",0,2.5689685037902,0.958,0.599,0,"8","UBE2C"
"HMGB2.1",0,2.54909422822999,0.992,0.601,0,"8","HMGB2"
"NUSAP1",0,2.3210690382372,0.963,0.652,0,"8","NUSAP1"
"ASPM.1",0,2.27683635441888,0.976,0.544,0,"8","ASPM"
"CENPE",0,2.15933907305904,0.954,0.565,0,"8","CENPE"
"CCNB1",0,2.1084287035804,0.935,0.555,0,"8","CCNB1"
"BIRC5",0,2.06626115337663,0.958,0.668,0,"8","BIRC5"
"CKS2.1",0,1.95976188308372,0.937,0.514,0,"8","CKS2"
"PRC1",0,1.95498793963428,0.942,0.628,0,"8","PRC1"
"KPNA2",0,1.86200545263578,0.944,0.628,0,"8","KPNA2"
"SMC4",0,1.82748892841695,0.981,0.688,0,"8","SMC4"
"MKI67",0,1.78286758070149,0.954,0.586,0,"8","MKI67"
"TPX2",0,1.73433288921704,0.947,0.647,0,"8","TPX2"
"GTSE1",0,1.67963730100197,0.919,0.633,0,"8","GTSE1"
"CDK1",0,1.64321345821065,0.888,0.614,0,"8","CDK1"
"CDKN3",0,1.59974064569831,0.934,0.611,0,"8","CDKN3"
"SGO2",0,1.54205317197072,0.888,0.611,0,"8","SGO2"
"NUF2",0,1.46532213846478,0.869,0.605,0,"8","NUF2"
"CKS1B",0,1.4597589699818,0.93,0.658,0,"8","CKS1B"
